id,business_name,contractor_license_number,contractor_license_type_code,contractor_license_type_code_desc,address_line_1,address2,city,state,zip,phone_number,license_effective_date,license_expiration_date,business_type_code,business_type_code_desc,specialty_code1,specialty_code1_desc,specialty_code2,specialty_code2_desc,ubi,primary_principal_name,status_code,contractor_license_status,contractor_license_suspend_date,is_home_contractor,mailer_category,priority_category,website_url,website_status,business_description,tagline,established_year,years_in_business,services_offered,service_categories,specializations,website_email,website_phone,physical_address,residential_focus,commercial_focus,emergency_services,free_estimates,warranty_offered,confidence_score,classification_confidence,website_confidence,processing_status,last_processed,manual_review_needed,manual_review_reason,review_status,reviewed_by,reviewed_at,address_line_1,zip_code
3866,ABODE BUILDERS LLC,ABODEBL981NT,CC,CONSTRUCTION CONTRACTOR,2400 NW 80TH  #327,,SEATTLE,WA,98117,(206) 660-2015,2002-08-30,2026-03-11,L,Limited Liability Company,01,GENERAL,,,602225923.0,"HANSEN, ANTHONY ROBERT",A,ACTIVE,,True,General Contractor,False,https://www.abodebuildersllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:12,False,,pending_review,,,,
3914,ABOVE & BEYOND HNDMN SVC LLC,ABOVEBH770MC,CC,CONSTRUCTION CONTRACTOR,21230 119TH ST NE,,GRANITE FALLS,WA,98252,(360) 559-9385,2023-07-03,2027-07-07,L,Limited Liability Company,01,GENERAL,,,604744687.0,"SUBICA, CHRISTOPHER WAYNE JR",A,ACTIVE,,True,General Contractor,False,https://www.aboveandbeyondhndmns.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:26,False,,pending_review,,,,
4020,ABSHER BUILD LLC,ABSHEBL791N5,CC,CONSTRUCTION CONTRACTOR,631 5th st,suite 200,Mukilteo,WA,98275,(425) 876-0528,2021-08-25,2025-08-25,L,Limited Liability Company,01,GENERAL,,,604786365.0,"ABSHER, JIM GEORGE",S,SUSPENDED,2024-11-16,True,General Contractor,False,https://www.absherbuildllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:57,False,,pending_review,,,,
4026,ABSOLUTE AIR INC,ABSOLAI990KB,CC,CONSTRUCTION CONTRACTOR,2820 E HWY 101,,PORT ANGELES,WA,98362,(360) 452-8444,2001-05-02,2027-05-31,C,Corporation,SM,Heating/Vent/Air-Conditioning and Refrig (HVAC/R),,,602115912.0,"PIZZUTO, GLEN J",A,ACTIVE,,True,General Contractor,False,https://www.absoluteairinc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:59,False,,pending_review,,,,
4032,Absolute Cementitious Appl LLC,ABSOLCA803PW,CC,CONSTRUCTION CONTRACTOR,12607 139th Ave NW,,GIG HARBOR,WA,98329,(253) 549-9157,2020-10-22,2022-10-22,L,Limited Liability Company,01,GENERAL,,,604656547.0,"Jones, Caleb Nicholas",E,EXPIRED,2021-08-25,True,General Contractor,False,https://www.absolutecementitious.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:02,False,,pending_review,,,,
4034,ABSOLUTE CHOICE ELECTRIC LLC,ABSOLCE855NC,EC,ELECTRICAL CONTRACTOR,PO BOX 153,,MOSES LAKE,WA,98837,(509) 760-5476,2015-08-03,2025-08-03,L,Limited Liability Company,01,GENERAL,,,603513886.0,"HORTON, PATRICK L",A,ACTIVE,,True,Electrical,False,https://www.absolutechoiceelectr.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:02,False,,pending_review,,,,
4035,ABSOLUTE CLEANING SERVICES,ABSOLCS873OP,CC,CONSTRUCTION CONTRACTOR,2406 NE 139TH ST #S-160,,VANCOUVER,WA,98686,(360) 949-0155,2013-09-17,2021-12-30,I,Individual,01,GENERAL,,,603333640.0,"ZAJAC JR, ROBERT STEVEN",E,EXPIRED,2021-02-25,True,General Contractor,False,https://www.absolutecleaningserv.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:02,False,,pending_review,,,,
4037,ABSOLUTE COMFORT LLC,ABSOLCL920O5,EC,ELECTRICAL CONTRACTOR,232 NUGENT,,YAKIMA,WA,98901,(509) 480-9099,2008-09-25,2020-10-01,L,Limited Liability Company,01,GENERAL,,,602569404.0,"VANEATON, DAVID",O,OUT OF BUSINESS,,True,General Contractor,False,https://www.absolutecomfortllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:03,False,,pending_review,,,,
4042,ABSOLUTE COMMERCIAL,ABSOLC*781B5,CC,CONSTRUCTION CONTRACTOR,10002 AURORA AVE N,#36,SEATTLE,WA,98133,(206) 249-9949,2022-02-14,2027-01-07,I,Individual,01,GENERAL,,,603368059.0,"LOOS, AARON DANIEL",S,SUSPENDED,2025-05-15,True,General Contractor,False,https://www.absolutecommercial.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:05,False,,pending_review,,,,
3892,ABOVE &  BEYOND REMODELING LLC,ABOVE*B806O1,CC,CONSTRUCTION CONTRACTOR,1518 45TH AVE SW,,SEATTLE,WA,98116,(206) 935-5872,2020-09-21,2022-09-21,L,Limited Liability Company,01,GENERAL,,,604578035.0,"WALKER, ROBERT CHRISTIAN",E,EXPIRED,2021-09-22,True,General Contractor,False,https://www.aboveandbeyondremode.com,found,,,,,,,,,,,,,,,,0.85,0.75,0.96,completed,2025-08-01 21:03:20,False,,pending_review,,,,
3998,ABRAHAM'S LANDSCAPING LLC,ABRAHLL762NL,CC,CONSTRUCTION CONTRACTOR,460 N ARTHUR ST APT C205,,KENNEWICK,WA,99336,(509) 845-0142,2024-08-21,2026-08-21,L,Limited Liability Company,BW,LANDSCAPING,,,605596802.0,"CONTRERAS DE LA MORA, ABRAHAM",A,ACTIVE,,True,General Contractor,False,https://www.abraham'slandscaping.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:51,False,,pending_review,,,,
4001,ABRAHAMSON'S AIR SERVICES LLC,ABRAHAS799NW,CC,CONSTRUCTION CONTRACTOR,43 BROOKS TRACT RD,,OMAK,WA,98841,(509) 429-9112,2021-09-01,2023-09-01,L,Limited Liability Company,01,GENERAL,,,604585800.0,"ABRAHAMSON, RILEY GRACE",E,EXPIRED,2023-03-25,True,General Contractor,False,https://www.abrahamson'sairservi.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:51,False,,pending_review,,,,
4004,ABREGO LANDSCAPING LLC,ABREGLL791KJ,CC,CONSTRUCTION CONTRACTOR,"21541 BUCODA HWY SE, SP#08",,CENTRALIA,WA,98531,(360) 916-3736,2021-05-11,2025-05-11,L,Limited Liability Company,BW,LANDSCAPING,,,604748271.0,"ABREGO, PABLO",E,EXPIRED,,True,General Contractor,False,https://www.abregolandscapingllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:53,False,,pending_review,,,,
4008,ABS BUILDING SUPPLY INC,ABSBUBS866R2,CC,CONSTRUCTION CONTRACTOR,1940 124TH AVE NE,A102,BELLEVUE,WA,98005,(425) 998-8163,2015-01-02,2027-01-31,C,Corporation,01,GENERAL,,,603402856.0,"HUANG, HUI HUA",S,SUSPENDED,2024-12-26,True,General Contractor,False,https://www.absbuildingsupplyinc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:54,False,,pending_review,,,,
4013,ABS GENERAL MAINT SERVS LLC,ABSGEGM862BF,CC,CONSTRUCTION CONTRACTOR,336 36th Street,PMB 133,BELLINGHAM,WA,98225,(904) 962-4643,2014-01-06,2020-01-29,L,Limited Liability Company,01,GENERAL,,,603207897.0,"PERALTA, FATIMA P",R,RE-LICENSED,,True,General Contractor,False,https://www.absgeneralmaintservs.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:56,False,,pending_review,,,,
4017,ABSCO ALARMS INC,ABSCOAI221BJ,EC,ELECTRICAL CONTRACTOR,3400 188th St SW Ste 461,,LYNNWOOD,WA,98037,(425) 771-1166,1978-01-11,2025-12-31,C,Corporation,06,LIMITED ENERGY,,,600260973.0,"NORTON, DANIEL J IV",A,ACTIVE,,True,General Contractor,False,https://www.abscoalarmsinc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:57,False,,pending_review,,,,
4073,ABSOLUTE EXTERIOR CONTRS LLC,ABSOLEC874NW,CC,CONSTRUCTION CONTRACTOR,4402 NE 60TH ST,,VANCOUVER,WA,98661,(360) 609-7212,2013-08-20,2021-01-14,L,Limited Liability Company,01,GENERAL,,,603316264.0,"VASILYUK, IVAN NIKOLAYEVICH",E,EXPIRED,2020-11-16,True,General Contractor,False,https://www.absoluteexteriorcont.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:14,False,,pending_review,,,,
3973,ABOVE THE BLOCK ARBRCLTUR LLC,ABOVEBA791O1,CC,CONSTRUCTION CONTRACTOR,16811 219th PL SE,,MONROE,WA,98272,(425) 293-8702,2021-08-31,2025-08-31,L,Limited Liability Company,RF,Tree Removal Service,,,604762290.0,"SHAFER, JOHN CHARLES",S,SUSPENDED,2024-07-08,True,General Contractor,False,https://www.abovetheblockarbrclt.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:44,False,,pending_review,,,,
4163,Absolutely  Handy,ABSOLH*770Q8,CC,CONSTRUCTION CONTRACTOR,PO BOX 507,,BLACK DIAMOND,WA,98010,(425) 623-3458,2023-11-28,2025-11-28,I,Individual,01,GENERAL,,,604473964.0,"BISCHOF, BRIAN SCOTT",S,SUSPENDED,2024-08-06,True,General Contractor,False,https://www.absolutelyhandy.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:41,False,,pending_review,,,,
4166,ABSOLUTELY AWESOME ENTERPRISES,ABSOLAE772N1,CC,CONSTRUCTION CONTRACTOR,PO BOX 721,,OAK HARBOR,WA,98277,(360) 632-2360,2023-08-21,2025-08-21,I,Individual,01,GENERAL,,,605020990.0,"POWERS, LORI DIANE",S,SUSPENDED,2024-08-11,True,General Contractor,False,https://www.absolutelyawesomeent.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:41,False,,pending_review,,,,
4169,ABSOLUTELY NO UGLY CONCRETE,ABSOLNU981MS,CC,CONSTRUCTION CONTRACTOR,217 E 17TH PLACE,,LA CENTER,WA,98629,(360) 936-5903,2002-07-10,2025-10-25,I,Individual,01,GENERAL,,,601447642.0,"DOWNING, JOHN M JR",A,ACTIVE,,True,General Contractor,False,https://www.absolutelynouglyconc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:43,False,,pending_review,,,,
4171,ABSTON DEVELOPMENT LLC,ABSTODL786CE,CC,CONSTRUCTION CONTRACTOR,PO BOX 356,,EATONVILLE,WA,98328,(253) 906-9627,2021-12-20,2023-12-20,L,Limited Liability Company,01,GENERAL,,,604816715.0,"ABSTON, COLTEN CHASE",R,RE-LICENSED,2023-10-19,True,General Contractor,False,https://www.abstondevelopmentllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:43,False,,pending_review,,,,
4174,ABSTRACT CONSTRUCTS,ABSTRC*751CK,CC,CONSTRUCTION CONTRACTOR,2255 S 287TH ST,,FEDERAL WAY,WA,98003,(425) 247-8192,2025-02-12,2027-02-12,L,Limited Liability Company,01,GENERAL,,,605668947.0,"SLUSAR, EUGENE PAUL",A,ACTIVE,,True,General Contractor,False,https://www.abstractconstructs.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:44,False,,pending_review,,,,
4219,AC ENERGY SYSTEMS INC,ACENEES842L9,CC,CONSTRUCTION CONTRACTOR,224 BIRMINGHAM DR  STE 1A2,,CARDIFF BY THE SEA,CA,92007,(760) 436-2116,2016-09-06,2022-09-06,C,Corporation,01,GENERAL,,,604005605.0,"ROTHERY, MAYBETH NOLAN",E,EXPIRED,,True,General Contractor,False,https://www.acenergysystemsinc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:58,False,,pending_review,,,,
3942,ABOVE AND BEYOND BUILDING LLC,ABOVEBB805NC,CC,CONSTRUCTION CONTRACTOR,17026 103rd Dr NE,,Arlington,WA,98223,(425) 381-7896,2020-08-03,2026-11-26,L,Limited Liability Company,01,GENERAL,,,604617179.0,"WILSON, RYAN CHRISTIAN",S,SUSPENDED,2025-05-22,True,General Contractor,False,https://www.aboveandbeyondbuildi.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:35,False,,pending_review,,,,
3944,ABOVE AND BEYOND DRYWALL LLC,ABOVEBD941P4,CC,CONSTRUCTION CONTRACTOR,10428 19TH AVE S,,SEATTLE,WA,98168,(206) 200-4787,2006-10-24,2027-04-15,L,Limited Liability Company,BK,DRY WALL,,,602659256.0,"SANCHEZ, ROBERT M",A,ACTIVE,,True,General Contractor,False,https://www.aboveandbeyonddrywal.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:35,False,,pending_review,,,,
3945,Above and Beyond Homes LLC,ABOVEBH826KT,CC,CONSTRUCTION CONTRACTOR,721 Redwood Ln.,,RICHLAND,WA,99354,(509) 438-2626,2018-05-30,2020-05-30,L,Limited Liability Company,01,GENERAL,,,604272653.0,"Knipp, Taylor James",E,EXPIRED,2019-05-28,True,General Contractor,False,https://www.aboveandbeyondhomesl.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:35,False,,pending_review,,,,
3949,ABOVE AVERAGE ROOTER INC,ABOVEAR831JM,CC,CONSTRUCTION CONTRACTOR,4003 E 36th Ave,,SPOKANE,WA,99223,(509) 499-3632,2017-04-14,2019-04-14,C,Corporation,01,GENERAL,,,604103609.0,"Amo, Michael Allen",O,OUT OF BUSINESS,,True,General Contractor,False,https://www.aboveaveragerooterin.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:36,False,,pending_review,,,,
3958,ABOVE GRADE LLC,ABOVEGL908LT,CC,CONSTRUCTION CONTRACTOR,1429 AVENUE D  #433,,SNOHOMISH,WA,98290,(425) 954-7233,2010-06-30,2026-07-23,L,Limited Liability Company,01,GENERAL,,,603016612.0,"BUNT, DUSTAN GRANT",S,SUSPENDED,2025-06-30,True,General Contractor,False,https://www.abovegradellc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:39,False,,pending_review,,,,
3961,ABOVE PAR NORTHWEST LLC,ABOVEPN797DW,CC,CONSTRUCTION CONTRACTOR,6112 NE 55TH CIR,,VANCOUVER,WA,98661,(360) 241-3370,2021-03-17,2023-03-17,L,Limited Liability Company,01,GENERAL,,,604717649.0,"GAULT, BRUCE EDWARD",E,EXPIRED,2023-03-02,True,General Contractor,False,https://www.aboveparnorthwestllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:41,False,,pending_review,,,,
3969,ABOVE THE BEST INC,ABOVEBI925KK,EC,ELECTRICAL CONTRACTOR,4020 S 56TH STREET,SUITE 107,TACOMA,WA,98409,(253) 535-6000,2008-05-12,2026-05-12,C,Corporation,6A,HVAC/RFRG,,,602805704.0,"SANTANA-PLAISANT, ANNETTE",A,ACTIVE,,True,General Contractor,False,https://www.abovethebestinc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:42,False,,pending_review,,,,
4019,ABSESTOS ABATEMENT SLTNS LLC,ABSESAS821OK,CC,CONSTRUCTION CONTRACTOR,8681 154th Ave NE,,REDMOND,WA,98052,(206) 702-7619,2018-09-12,2020-09-12,L,Limited Liability Company,XX,Asbestos and Lead,,,604308728.0,,I,INACTIVE,,True,General Contractor,False,https://www.absestosabatementslt.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:57,False,,pending_review,,,,
4111,ABSOLUTE PLUMBING,ABSOLP*799MB,PC,PLUMBING CONTRACTOR,P O BOX 1445,,MOUNT VERNON,WA,98273,(360) 610-6141,2022-07-12,2026-07-12,C,Corporation,01,JOURNEY LEVEL,,,603305333.0,"OLIVER, JEREMY MICHAEL",A,ACTIVE,,True,Plumbing,False,https://www.absoluteplumbing.com,found,,,,,,,,,,,,,,,,0.85,0.75,0.95,completed,2025-08-01 21:04:25,False,,pending_review,,,,
4119,ABSOLUTE PROPERTIES LLC,ABSOLPL835RN,CC,CONSTRUCTION CONTRACTOR,15521 NE 87TH ST,,VANCOUVER,WA,98682,(360) 606-1292,2017-12-15,2019-12-15,L,Limited Liability Company,01,GENERAL,,,603070316.0,"BORDAK, OLEG",E,EXPIRED,2018-11-21,True,General Contractor,False,https://www.absolutepropertiesll.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:28,False,,pending_review,,,,
4121,ABSOLUTE PROPERTY MAINTENANCE,ABSOLPM840ML,CC,CONSTRUCTION CONTRACTOR,PO Box 352,,ONALASKA,WA,98570,(360) 880-2465,2016-07-13,2020-07-13,I,Individual,01,GENERAL,,,602908738.0,"Derrick, Jenifer Irene",E,EXPIRED,2020-02-06,True,General Contractor,False,https://www.absolutepropertymain.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:28,False,,pending_review,,,,
4127,ABSOLUTE QUALITY CONST INC,ABSOLQC867CE,CC,CONSTRUCTION CONTRACTOR,1000 E 3RD AVENUE,,POST FALLS,ID,83854,(208) 704-5713,2014-02-05,2022-04-25,C,Corporation,01,GENERAL,,,602301922.0,"BENWAY, WILLIAM JOSEPH",E,EXPIRED,,True,General Contractor,False,https://www.absolutequalityconst.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:31,False,,pending_review,,,,
4130,ABSOLUTE QUALITY SIDING LLC,ABSOLQS794K4,CC,CONSTRUCTION CONTRACTOR,20760 E Valley Vista Dr,,LIBERTY LAKE,WA,99019,(509) 398-7938,2021-05-24,2025-06-21,L,Limited Liability Company,01,GENERAL,,,604751224.0,"MUNIZ VALDEZ, JULIO CESAR",E,EXPIRED,2024-08-25,True,General Contractor,False,https://www.absolutequalitysidin.com,found,,,,,,,,,,,,,,,,0.85,0.7,0.99,completed,2025-08-01 21:04:31,False,,pending_review,,,,
4131,ABSOLUTE REDO LLC,ABSOLRL917M3,CC,CONSTRUCTION CONTRACTOR,13916 HOLLY LN,,MOUNT VERNON,WA,98273,(360) 913-0691,2009-07-23,2022-11-07,L,Limited Liability Company,01,GENERAL,,,602891859.0,"PANTANO, JENNIFER JO",R,RE-LICENSED,,True,General Contractor,False,https://www.absoluteredollc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:31,False,,pending_review,,,,
4133,ABSOLUTE REMODEL & REPAIR,ABSOLRR825JD,CC,CONSTRUCTION CONTRACTOR,1994 BARTH DR,,CAMANO ISLAND,WA,98282,(425) 864-5042,2018-04-06,2026-04-14,C,Corporation,01,GENERAL,,,604270034.0,"GALBREATH, RUSSELL CHAPIN",A,ACTIVE,,True,General Contractor,False,https://www.absoluteremodelandre.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:32,False,,pending_review,,,,
3996,ABRAHAM TOTAL HOME SERV LLC,ABRAHTH853K8,CC,CONSTRUCTION CONTRACTOR,PO Box 906,,WAUNA,WA,98395,(253) 261-4135,2015-05-28,2019-06-18,L,Limited Liability Company,01,GENERAL,,,603509755.0,"Abraham, Ronald Frederick",E,EXPIRED,2018-05-12,True,General Contractor,False,https://www.abrahamtotalhomeserv.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:03:50,False,,pending_review,,,,
4096,ABSOLUTE INTERIORS LTD,ABSOLIL960DN,CC,CONSTRUCTION CONTRACTOR,2613 E CENTER RD,,MEAD,WA,99021,(509) 891-9356,2004-03-15,2020-04-16,C,Corporation,01,GENERAL,,,602371761.0,"BILYEU, STEVEN MICHAEL",R,RE-LICENSED,,True,General Contractor,False,https://www.absoluteinteriorsltd.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:20,False,,pending_review,,,,
4102,ABSOLUTE MAINTENANCE LLC,ABSOLML781JK,CC,CONSTRUCTION CONTRACTOR,19407 NE DAVIS RD,,BRUSH PRAIRIE,WA,98606,(360) 977-2152,2022-07-06,2026-08-22,L,Limited Liability Company,01,GENERAL,,,604608991.0,"TASMALY, YURIY VASILYEVICH",S,SUSPENDED,2025-03-19,True,General Contractor,False,https://www.absolutemaintenancel.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:23,False,,pending_review,,,,
4103,ABSOLUTE MARBLE & GRANITE LLC,ABSOLMG970BS,CC,CONSTRUCTION CONTRACTOR,12803 SE 232ND ST,,KENT,WA,98031,(206) 571-3467,2003-01-10,2026-02-06,L,Limited Liability Company,RE,"Tile, Ceramic, Mosaic, Natural and MFG Stone",,,602260989.0,"TIU, OLIVER V",A,ACTIVE,,True,General Contractor,False,https://www.absolutemarbleandgra.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:23,False,,pending_review,,,,
4104,Absolute Masonry,ABSOLM*925O4,CC,CONSTRUCTION CONTRACTOR,1010 Abbott Rd.,,WALLA WALLA,WA,99362,(509) 301-1441,2008-09-24,2024-09-26,I,Individual,BZ,MASONRY,,,602626804.0,"Hendershot, Leonard Paul",E,EXPIRED,2024-04-30,True,General Contractor,False,https://www.absolutemasonry.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:23,False,,pending_review,,,,
4105,ABSOLUTE MOBILE WLDING/FABN,ABSOLMW816L4,CC,CONSTRUCTION CONTRACTOR,4801 Anaco Beach RD,,ANACORTES,WA,98221,(360) 982-3898,2019-06-24,2025-07-31,I,Individual,01,GENERAL,,,604424667.0,"ASHER, CASEY MERYL",S,SUSPENDED,2025-06-24,True,General Contractor,False,https://www.absolutemobilewlding.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:23,False,,pending_review,,,,
4106,ABSOLUTE NORTHWEST LLC,ABSOLNL837NP,CC,CONSTRUCTION CONTRACTOR,15403 NE GRANTHAM RD,,AMBOY,WA,98601,(360) 931-4631,2017-08-17,2025-09-06,L,Limited Liability Company,01,GENERAL,,,604127869.0,"LIES, ALEX ROGER",A,ACTIVE,,True,General Contractor,False,https://www.absolutenorthwestllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:23,False,,pending_review,,,,
4108,ABSOLUTE PEEK TILE,ABSOLPT935JQ,CC,CONSTRUCTION CONTRACTOR,15324 NE 202nd St,,WOODINVILLE,WA,98072,(425) 749-2974,2007-04-18,2025-07-12,I,Individual,RE,"Tile, Ceramic, Mosaic, Natural and MFG Stone",,,602621442.0,"PEEK, JUSTIN D",E,EXPIRED,,True,General Contractor,False,https://www.absolutepeektile.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:25,False,,pending_review,,,,
4160,ABSOLUTE WINDOW CLEANING,ABSOLWC815JQ,CC,CONSTRUCTION CONTRACTOR,PO BOX 573,,ANACORTES,WA,98221,(360) 259-1785,2019-04-23,2023-04-23,I,Individual,PW,PRESSURE WASHING,,,602400527.0,"MCINTYRE, JUSTIN THOMAS",E,EXPIRED,,True,General Contractor,False,https://www.absolutewindowcleani.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:40,False,,pending_review,,,,
4081,ABSOLUTE FLOORS LLC,ABSOLFL964PA,CC,CONSTRUCTION CONTRACTOR,13797 SE BLUE FIN CT,,CLACKAMAS,OR,97015,(360) 609-2810,2004-10-01,2026-07-31,L,Limited Liability Company,01,GENERAL,,,602434062.0,"REBIKH, VYACHESLAV",S,SUSPENDED,2024-09-20,True,Flooring,False,https://www.absolutefloorsllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:04:15,False,,pending_review,,,,
4245,AC'S HANDYWORK LLC,ACSHAHL751J4,CC,CONSTRUCTION CONTRACTOR,1909 27TH PL SE,,PUYALLUP,WA,98372,(253) 278-7732,2025-04-25,2027-04-25,L,Limited Liability Company,01,GENERAL,,,605667360.0,"CARDER, AUSTIN GREGORY MICHAEL",A,ACTIVE,,True,General Contractor,False,https://www.ac'shandyworkllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:05:05,False,,pending_review,,,,
4247,AC/DC ELECTRIC COMPANY LLC,ACDCEEC793CB,EC,ELECTRICAL CONTRACTOR,7412 TIMBERLAKE DR SE,,Lacey,WA,98503,(360) 580-5453,2021-02-02,2027-02-10,L,Limited Liability Company,01,GENERAL,,,604693497.0,"SIAS, SHAWN D",A,ACTIVE,,True,Electrical,False,https://www.ac/dcelectriccompany.com,found,,,,,,,,,,,,,,,,0.85,0.7,0.99,completed,2025-08-01 21:05:07,False,,pending_review,,,,
4248,AC/DC ELECTRIC OF IDAHO,ACDCEI*013J7,EC,ELECTRICAL CONTRACTOR,4842 S. ADAMS STREET,,TACOMA,WA,98409,(253) 517-3022,1999-04-27,2027-06-11,C,Corporation,01,GENERAL,,,601745371.0,"CREAGER, DOUGLAS S",A,ACTIVE,,True,Electrical,False,https://www.ac/dcelectricofidaho.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:05:07,False,,pending_review,,,,
4257,ACACIA WOODCRAFT LLC,ACACIWL774KD,CC,CONSTRUCTION CONTRACTOR,1101 W 14TH ST,,VANCOUVER,WA,98660,(360) 787-6546,2023-05-04,2025-05-04,L,Limited Liability Company,01,GENERAL,,,605225453.0,"FISHER, LUCAS ANDREW",E,EXPIRED,,True,General Contractor,False,https://www.acaciawoodcraftllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:05:10,False,,pending_review,,,,
4262,ACADEMY SPORTS TURF LLC,ACADEST954JH,CC,CONSTRUCTION CONTRACTOR,3740 S JASON ST,,ENGLEWOOD,CO,801103408,(303) 789-3172,2005-04-08,2020-03-21,L,Limited Liability Company,01,GENERAL,,,602463307.0,"HARTWELL, MICHAEL ALAN",E,EXPIRED,2019-07-01,True,General Contractor,False,https://www.academysportsturfllc.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:05:11,False,,pending_review,,,,
4267,ACADIAN PAINTING,ACADIP*782KS,CC,CONSTRUCTION CONTRACTOR,231 S 117TH PL A304,,SEATTLE,WA,98148,(206) 501-1407,2022-05-10,2024-05-10,I,Individual,CB,PAINTING/WALLCOVERING,,,604180667.0,"HINYARD, ANTHONY WAYNE",E,EXPIRED,2023-01-27,True,Painting,False,https://www.acadianpainting.com,found,,,,,,,,,,,,,,,,0.85,0.75,0.94,completed,2025-08-01 21:05:13,False,,pending_review,,,,
4307,Accent Floors & Design Inc,ACCENFD859QT,CC,CONSTRUCTION CONTRACTOR,6055 N SUNSHINE ST,,COEUR D ALENE,ID,83815,(208) 664-8830,2015-11-30,2022-03-04,C,Corporation,SK,Floor Covering and Counter Tops,,,604589104.0,"Boyd, Stephen Kyle",E,EXPIRED,2021-10-13,True,Flooring,False,https://www.accentfloorsanddesig.com,found,,,,,,,,,,,,,,,,0.85,0.7,1.0,completed,2025-08-01 21:05:25,False,,pending_review,,,,
