business_name,phone_number,address_line_1,address2,city,state,zip_code,website_url,confidence_score,is_home_contractor,mailer_category,processing_status,last_processed
A-1 PLUMBNG & EMERGENCY ROOTER,(509) 525-6688,1323 DELL AVE,,WALLA WALLA,WA,,https://www.a-1plumbngandemergen.com,0.85,True,Plumbing,completed,2025-08-01 20:58:10
"A-1 PLUS LAWN CARE, LLC",(509) 949-5886,6402 FREMONT DR.,,YAKIMA,WA,,"https://www.a-1pluslawncare,llc.com",0.85,True,General Contractor,completed,2025-08-01 20:58:11
A-1 POOL & PATIO SUPPLY INC,(509) 245-3317,419 N 20TH AVE,,YAKIMA,WA,,https://www.a-1poolandpatiosuppl.com,0.85,True,General Contractor,completed,2025-08-01 20:58:11
A-1 Quality Building Srvc LLC,(509) 952-7646,4106 Spring Creek Rd,,YAKIMA,WA,,https://www.a-1qualitybuildingsr.com,0.85,True,General Contractor,completed,2025-08-01 20:58:13
A-Z RENOVATIONS,(206) 470-9429,7028 82ND DR NE,,MARYSVILLE,WA,,https://www.a-zrenovations.com,0.85,True,General Contractor,completed,2025-08-01 20:58:58
A-ZCONCRETE LLC,(253) 281-8015,8218 145TH ST NW,,GIG HARBOR,WA,,https://www.a-zconcretellc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:58
A. ALEXANDER HANDYMN SRVC LLC,(360) 689-4387,PO BOX 8643,,PORT ORCHARD,WA,,https://www.a.alexanderhandymnsr.com,0.85,True,General Contractor,completed,2025-08-01 20:58:58
A1 MARINE LLC,(360) 472-0717,P O BOX 2718,,FRIDAY HARBOR,WA,,https://www.a1marinellc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:15
A.R.M. ELECTRIC INC,(360) 568-1529,PO BOX 1701,,SNOHOMISH,WA,,https://www.a.r.m.electricinc.com,0.85,True,Electrical,completed,2025-08-01 20:59:03
A.ROD PAVERS INSTALLATION LLC,(813) 992-4896,18908 68th AVE NE APT C102,,KENMORE,WA,,https://www.a.rodpaversinstallat.com,0.85,True,General Contractor,completed,2025-08-01 20:59:03
A/V DESIGNS,(360) 789-0567,5914 CAPITOL FOREST DR SW,,OLYMPIA,WA,,https://www.a/vdesigns.com,0.85,True,General Contractor,completed,2025-08-01 20:59:04
A1 AFFORDABLE,(360) 609-7696,7307 NW 3RD AVE,,VANCOUVER,WA,,https://www.a1affordable.com,0.85,True,General Contractor,completed,2025-08-01 20:59:06
A-TECH CONSULTING INC,(206) 430-1896,4730 UNIVERSITY WAY NE,SUITE 104,SEATTLE,WA,,https://www.a-techconsultinginc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:51
A-TECH HOMES,(360) 510-2106,P. O. BOX 100,,FERNDALE,WA,,https://www.a-techhomes.com,0.85,True,General Contractor,completed,2025-08-01 20:58:52
A-TEMP HEATING & COOLING INC,(503) 650-5014,16000 SE EVELYN STREET,,CLACKAMAS,OR,,https://www.a-tempheatingandcool.com,0.85,True,HVAC,completed,2025-08-01 20:58:52
A1 COMMERCIAL CLEANING LLC,(509) 948-1193,1907 ORCHARD WAY,,RICHLAND,WA,,https://www.a1commercialcleaning.com,0.85,True,General Contractor,completed,2025-08-01 20:59:07
A-Z CARPENTRY,(609) 805-8285,35212 42ND AVE S,,AUBURN,WA,,https://www.a-zcarpentry.com,0.85,True,General Contractor,completed,2025-08-01 20:58:54
A-Z CONSTRUCTION,(509) 763-7797,PO BOX 2461,,WENATCHEE,WA,,https://www.a-zconstruction.com,0.85,True,General Contractor,completed,2025-08-01 20:58:54
A-Z CONSTRUCTION SOLUTIONS LLC,(206) 629-6415,2412 MONTEREY AVE NE,,RENTON,WA,,https://www.a-zconstructionsolut.com,0.85,True,General Contractor,completed,2025-08-01 20:58:55
A-Z HOUSE LLC,(253) 263-3308,9422 S 235TH PL,,KENT,WA,,https://www.a-zhousellc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:55
ADAMS ELECTRIC,(509) 283-2527,E 26006 SANDERS RD,,FAIRFIELD,WA,,https://www.adamselectric.com,0.85,True,Electrical,completed,2025-08-01 21:09:27
ADDED VALUE DESIGN & RMDL LLC,(425) 750-3138,7010 226TH PL SW,,MOUNTLAKE TERRACE,WA,,https://www.addedvaluedesignandr.com,0.85,True,General Contractor,completed,2025-08-01 21:09:45
ADAMS RESIDENTIAL CONTRNG INC,(206) 523-3005,9616 ROOSEVELT WAY NE,,SEATTLE,WA,,https://www.adamsresidentialcont.com,0.85,True,General Contractor,completed,2025-08-01 21:09:31
ADAMS TREE SERVICE,(360) 608-2223,308 W HUMPHREY ST,,YACOLT,WA,,https://www.adamstreeservice.com,0.85,True,General Contractor,completed,2025-08-01 21:09:33
ADAMS TREE SERVICE,(360) 607-5276,24419 NE 401ST ST,,AMBOY,WA,,https://www.adamstreeservice.com,0.85,True,General Contractor,completed,2025-08-01 21:09:33
A-TEAM INTERIORS LLC,(360) 420-2072,6382 chuckanut drive,,BOW,WA,,https://www.a-teaminteriorsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:46
A-TEAM REPAIR & RENOVATE LLC,(360) 970-3894,14611 CASE RD SW,,ROCHESTER,WA,,https://www.a-teamrepairandrenov.com,0.85,True,General Contractor,completed,2025-08-01 20:58:49
A-TEC INC,(509) 928-5400,104 N HUTCHINSON,,SPOKANE VALLEY,WA,,https://www.a-tecinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:51
AD HAULING SOLUTIONS LLC,(425) 247-3436,8225 172ND ST NE,,ARLINGTON,WA,,https://www.adhaulingsolutionsll.com,0.85,True,General Contractor,completed,2025-08-01 21:08:56
A1 Repairs,(360) 532-9176,712 N Scammell St. #6,,ABERDEEN,WA,,https://www.a1repairs.com,0.85,True,General Contractor,completed,2025-08-01 20:59:19
A1 ROOTER INC,(503) 338-9476,35127 WILDCAT LN,,ASTORIA,OR,,https://www.a1rooterinc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:21
A1 ROOTER LLC,(208) 546-1060,808 3RD ST,,CLARKSTON,WA,,https://www.a1rooterllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:21
A1 SIDING,(509) 669-9376,909 STEVENS ST,,WENATCHEE,WA,,https://www.a1siding.com,0.85,True,General Contractor,completed,2025-08-01 20:59:22
A1 Superior,(509) 607-0766,2501 N Water St.,,ELLENSBURG,WA,,https://www.a1superior.com,0.85,True,General Contractor,completed,2025-08-01 20:59:24
A1 TREE SERVICE,(509) 768-4804,PO BOX 28254,,SPOKANE,WA,,https://www.a1treeservice.com,0.85,True,General Contractor,completed,2025-08-01 20:59:24
AA CONSTRUCTION QUALITY LLC,(253) 508-3145,3403 M PL SE,APT B,AUBURN,WA,,https://www.aaconstructionqualit.com,0.85,True,General Contractor,completed,2025-08-01 20:59:41
AD SOLUTIONS NW LLC,(253) 353-5527,16308 B STREET E TRL 1,,TACOMA,WA,,https://www.adsolutionsnwllc.com,0.85,True,General Contractor,completed,2025-08-01 21:08:59
ADA ADAPTABLE,(206) 523-1920,PO BOX 15387,,SEATTLE,WA,,https://www.adaadaptable.com,0.85,True,General Contractor,completed,2025-08-01 21:08:59
ADA CONSTRUCTION LLC,(509) 860-4197,PO BOX 3784,,WENATCHEE,WA,,https://www.adaconstructionllc.com,0.85,True,General Contractor,completed,2025-08-01 21:09:01
ADA SIGNS AND GRAPHICS INC,(425) 577-9963,23220 Maple Valley Black,Diamond Rd SE Ste 19,MAPLE VALLEY,WA,,https://www.adasignsandgraphicsi.com,0.85,True,General Contractor,completed,2025-08-01 21:09:01
ADAIR HOMES INC,(360) 816-5979,4400 NE 77th Ave,Ste 100,Vancouver,WA,,https://www.adairhomesinc.com,0.85,True,General Contractor,completed,2025-08-01 21:09:02
ADAMS & CO WINDOW COVERNGS LLC,(206) 478-9396,18750 DAYTON PL N,,SHORELINE,WA,,https://www.adamsandcowindowcove.com,0.85,True,General Contractor,completed,2025-08-01 21:09:18
AD FLOORING & MILLWORK,(253) 315-9853,1109 27th Street Pl NW,,PUYALLUP,WA,,https://www.adflooringandmillwor.com,0.85,True,Flooring,completed,2025-08-01 21:08:55
AD HARDWOOD,(206) 379-6940,35810 16TH AVE S,APT J 302,FEDERAL WAY,WA,,https://www.adhardwood.com,0.85,True,General Contractor,completed,2025-08-01 21:08:56
ADAIR MASONRY INC,(206) 919-6789,27305 304 AVE SE,,RAVENSDALE,WA,,https://www.adairmasonryinc.com,0.85,True,General Contractor,completed,2025-08-01 21:09:02
ACUTE CONCRETE LLC,(541) 972-1097,Po Box 752,,WOODLAND,WA,,https://www.acuteconcretellc.com,0.85,True,General Contractor,completed,2025-08-01 21:08:50
ACW Masonry,(425) 238-8616,8326 147TH AVE SE,,SNOHOMISH,WA,,https://www.acwmasonry.com,0.85,True,General Contractor,completed,2025-08-01 21:08:52
AD COMFORT SIDING,(206) 697-4162,5642 S 295th PL,,AUBURN,WA,,https://www.adcomfortsiding.com,0.85,True,General Contractor,completed,2025-08-01 21:08:53
AD DEVELOPERS LLC,(253) 592-8955,10219 WHITMAN AVE SW,,LAKEWOOD,WA,,https://www.addevelopersllc.com,0.85,True,General Contractor,completed,2025-08-01 21:08:55
Adam Will,(208) 306-9171,1212 E Olympic Ave,,SPOKANE,WA,,https://www.adamwill.com,0.85,True,General Contractor,completed,2025-08-01 21:09:12
AD REPAIR LLC,(360) 701-8489,2111 12TH AVE NE,,OLYMPIA,WA,,https://www.adrepairllc.com,0.85,True,General Contractor,completed,2025-08-01 21:08:58
AD SECURITY GATES & ACCESS LLC,(425) 533-6886,3904 NE 11TH ST,,RENTON,WA,,https://www.adsecuritygatesandac.com,0.85,True,General Contractor,completed,2025-08-01 21:08:59
A-1 QUALITY LANDSCAPING/CONST,(206) 751-4491,"13035, SE 209TH CT",,KENT,WA,,https://www.a-1qualitylandscapin.com,0.85,True,General Contractor,completed,2025-08-01 20:58:13
A-1 REGLAZING LLC,(360) 920-7971,24850 NORTHWOOD LANE,,SEDRO WOOLLEY,WA,,https://www.a-1reglazingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:14
A-1 SERVICES INC,(360) 876-5700,3965 BETHEL RD SE  STE 1,,PORT ORCHARD,WA,,https://www.a-1servicesinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:16
A-MAX SECURITY SOLUTIONS INC,(503) 245-3653,9665 SW Allen Blvd Ste 109,,Beaverton,OR,,https://www.a-maxsecuritysolutio.com,0.85,True,General Contractor,completed,2025-08-01 20:58:34
A-1 VACUUM INC,(360) 431-6368,PO BOX 747,,KELSO,WA,,https://www.a-1vacuuminc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:20
Adams View Glass & Screen LLC,(509) 853-9250,1200 Pleasant Valley Road,,YAKIMA,WA,,https://www.adamsviewglassandscr.com,0.85,True,General Contractor,completed,2025-08-01 21:09:33
ADOBEHOUSE LLC,(929) 247-0808,20431 68TH AVE W,APT D204,LYNNWOOD,WA,,https://www.adobehousellc.com,0.85,True,General Contractor,completed,2025-08-01 21:10:18
AD JANITORIAL SERVICES LLC,(425) 521-9920,512 Glen Ave,Unit B,SNOHOMISH,WA,,https://www.adjanitorialservices.com,0.85,True,General Contractor,completed,2025-08-01 21:08:58
A-TEAM HOME SERVICES,(253) 831-6732,8901 35TH ST W,,UNIVERSITY PL,WA,,https://www.a-teamhomeservices.com,0.85,True,General Contractor,completed,2025-08-01 20:58:46
AA PATIO COVERS LLC,(253) 840-3383,PO Box 731805,,PUYALLUP,WA,,https://www.aapatiocoversllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:50
AA Property Maintenance LLC,(509) 886-3366,414 ROCK ISLAND RD,,EAST WENATCHEE,WA,,https://www.aapropertymaintenanc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:50
AA RENOVATION LLC,(360) 608-5152,3014 NE 141 ST AVE,,VANCOUVER,WA,,https://www.aarenovationllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:51
AA ROOFING & CONSTRUCTION LLC,(425) 414-9909,10701 SE 224TH PL,,Kent,WA,,https://www.aaroofingandconstruc.com,0.85,True,Roofing,completed,2025-08-01 20:59:53
AA TREE SERVICE INC,(206) 412-7722,28205 203RD Ave SE,,Kent,WA,,https://www.aatreeserviceinc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:54
AA2 REPAIR & MAINTENANCE LLC,(253) 224-2176,520 NORTH L ST,,TACOMA,WA,,https://www.aa2repairandmaintena.com,0.85,True,General Contractor,completed,2025-08-01 20:59:57
AAA HVAC LLC,(206) 355-0442,808 191 PL SW,,LYNNWOOD,WA,,https://www.aaahvacllc.com,0.85,True,HVAC,completed,2025-08-01 21:00:15
A-PLUS GARAGE DOOR SERVICES,(509) 863-7906,PO BOX 14663,,SPOKANE,WA,,https://www.a-plusgaragedoorserv.com,0.85,True,General Contractor,completed,2025-08-01 20:58:37
A-R Construction & Fab. LLC,(509) 303-8942,3324 W 19th Ave TRL 81,,KENNEWICK,WA,,https://www.a-rconstructionandfa.com,0.85,True,General Contractor,completed,2025-08-01 20:58:42
A-SHA GENERAL CONTRACTOR LLC,(206) 771-8496,2307 NE 4TH ST,APT F308,RENTON,WA,,https://www.a-shageneralcontract.com,0.85,True,General Contractor,completed,2025-08-01 20:58:42
A-SHARP,(206) 403-6118,7536 12th Ave NE,,SEATTLE,WA,,https://www.a-sharp.com,0.85,True,General Contractor,completed,2025-08-01 20:58:42
A-STEP FORWARD WOODWORKS LLC,(425) 315-5884,1924  112TH PL SE,,EVERETT,WA,,https://www.a-stepforwardwoodwor.com,0.85,True,General Contractor,completed,2025-08-01 20:58:43
A-TEAM ASPHALT LLC,(253) 365-1283,PO BOX 836,,SUMNER,WA,,https://www.a-teamasphaltllc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:45
A.L.S. TILE AND STONE,(360) 463-2210,1910 E 4TH AVE PMB89,,OLYMPIA,WA,,https://www.a.l.s.tileandstone.com,0.85,True,General Contractor,completed,2025-08-01 20:59:01
A2Z TILE,(206) 482-5422,2117 S 126TH St,,SEATTLE,WA,,https://www.a2ztile.com,0.85,True,General Contractor,completed,2025-08-01 20:59:34
A3T CONSTRUCTION LLC,(916) 601-3609,14228 20TH DR SE,,MILL CREEK,WA,,https://www.a3tconstructionllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:36
AA ALLBAUGH COMPLETE HOMES,(425) 941-3431,7408 NE 120TH PL,,KIRKLAND,WA,,https://www.aaallbaughcompleteho.com,0.85,True,General Contractor,completed,2025-08-01 20:59:36
AA ASPHALTING LLC,(253) 939-0214,14720 Puyallup ST,,SUMNER,WA,,https://www.aaasphaltingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:37
AA BUILDERS LLC,(917) 818-1721,8120 Hardeson Road Unit 4414,,Everett,WA,,https://www.aabuildersllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:39
AA Complete Solutions LLC,(877) 241-3540,356 South 8th St,,PORT TOWNSEND,WA,,https://www.aacompletesolutionsl.com,0.85,True,General Contractor,completed,2025-08-01 20:59:39
AA CONSTRUCTION & PLUMBING LLC,(208) 596-7893,1144 Brush Creek Rd,,DEARY,ID,,https://www.aaconstructionandplu.com,0.85,True,Plumbing,completed,2025-08-01 20:59:41
A-TURF INC,(716) 632-8413,505 AERO DR,,BUFFALO,NY,,https://www.a-turfinc.com,0.85,True,General Contractor,completed,2025-08-01 20:58:52
A1 XTERIOR MAINTENANCE LLC,(509) 699-6566,1007 DARTMOUTH AVE,,WENATCHEE,WA,,https://www.a1xteriormaintenance.com,0.85,True,General Contractor,completed,2025-08-01 20:59:25
A1-KST Lndscpg & Const LLC,(425) 271-6728,19100 104th Pl SE,,RENTON,WA,,https://www.a1-kstlndscpgandcons.com,0.85,True,General Contractor,completed,2025-08-01 20:59:25
A1DESIGNBUILD,(360) 734-5249,3310 Northwest Ave,,BELLINGHAM,WA,,https://www.a1designbuild.com,0.85,True,General Contractor,completed,2025-08-01 20:59:27
A1PAINTING LLC,(206) 403-7907,11823 SE 240TH PL,,KENT,WA,,https://www.a1paintingllc.com,0.85,True,Painting,completed,2025-08-01 20:59:28
A2 METALS LLC,(503) 771-2000,9800 SE MCBROD AVE STE 17,,Milwaukie,OR,,https://www.a2metalsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:28
A24 MASONRY LLC,(719) 200-2385,1805 YAKIMA AVE,,TACOMA,WA,,https://www.a24masonryllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:30
A2Z PAINTING,(253) 896-1439,2908 35TH AVE CT E #35,,TACOMA,WA,,https://www.a2zpainting.com,0.85,True,Painting,completed,2025-08-01 20:59:33
AA LANDSCAPING LLC,(425) 864-5325,13209 PATRIOT WAY SE,,RENTON,WA,,https://www.aalandscapingllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:47
A1 PARKING LOT STRIPING INC,(509) 304-8047,1519 S 1ST AVE,,YAKIMA,WA,,https://www.a1parkinglotstriping.com,0.85,True,General Contractor,completed,2025-08-01 20:59:18
AAA PROPERTIES INC,(360) 609-3465,800 NE Tenney RD Ste 110-339,#110-339,Vancouver,WA,,https://www.aaapropertiesinc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:24
AAA PROPERTY SERVICES LLC,(253) 208-8130,8712 N J CT,,SPOKANE,WA,,https://www.aaapropertyservicesl.com,0.85,True,General Contractor,completed,2025-08-01 21:00:24
AAA PUMP & WELL DRILLING,(425) 239-8769,P O BOX 296,,MONROE,WA,,https://www.aaapumpandwelldrilli.com,0.85,True,General Contractor,completed,2025-08-01 21:00:24
AAA QUALITY CONCRETE,(206) 714-8628,31918 3RD PL SW UNIT B,,FEDERAL WAY,WA,,https://www.aaaqualityconcrete.com,0.85,True,General Contractor,completed,2025-08-01 21:00:26
AAA QUALITY PAINTING LLC,(425) 273-6990,14262 Deerfield DR SE,,Monroe,WA,,https://www.aaaqualitypaintingll.com,0.85,True,Painting,completed,2025-08-01 21:00:27
AAD & PARTNERS LLC,(253) 312-9175,1407 47TH AVE E,,FIFE,WA,,https://www.aadandpartnersllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:42
A1 GARAGE DOOR SERVICES LLC,(317) 360-4871,5505 172TH PL SW,,LYNNWOOD,WA,,https://www.a1garagedoorservices.com,0.85,True,General Contractor,completed,2025-08-01 20:59:10
A1 GARAGE DOOR SPECIALIST,(360) 770-8951,1904 FIR WOODS PL,,OAK HARBOR,WA,,https://www.a1garagedoorspeciali.com,0.85,True,General Contractor,completed,2025-08-01 20:59:10
A1 GARAGE DOOR SPECIALIST LLC,(360) 770-8951,4494 MONKEY HILL RD,,OAK HARBOR,WA,,https://www.a1garagedoorspeciali.com,0.85,True,General Contractor,completed,2025-08-01 20:59:10
A1 HANDYPRO GENERAL CNTR LLC,(360) 831-6604,15820 SE 5TH ST,,VANCOUVER,WA,,https://www.a1handyprogeneralcnt.com,0.85,True,General Contractor,completed,2025-08-01 20:59:13
A1 HEATING & AIR CONDTNG LLC,(206) 228-6583,11360 SE 299TH CT,,AUBURN,WA,,https://www.a1heatingandaircondt.com,0.85,True,HVAC,completed,2025-08-01 20:59:13
A1 HOME REPAIR,(253) 625-6704,19015 71ST AVE CT E,,PUYALLUP,WA,,https://www.a1homerepair.com,0.85,True,General Contractor,completed,2025-08-01 20:59:13
A1 LOCKSMITH TACOMA,(253) 278-3188,4330 S K ST,,TACOMA,WA,,https://www.a1locksmithtacoma.com,0.85,True,General Contractor,completed,2025-08-01 20:59:15
A2Z SERVICES,(253) 826-1480,PO BOX 2304,,SUMNER,WA,,https://www.a2zservices.com,0.85,True,General Contractor,completed,2025-08-01 20:59:34
AAA FIRE PROTECTION INC,(206) 284-1721,3013 3RD AVE N,,SEATTLE,WA,,https://www.aaafireprotectioninc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:08
AAA FIVE STAR PLBG SYS & SRVCS,(425) 344-2448,13126 19TH AVE NE,,MARYSVILLE,WA,,https://www.aaafivestarplbgsysan.com,0.85,True,General Contractor,completed,2025-08-01 21:00:08
AAA FRAMING LLC,(253) 331-9078,"7620 158th Street E, #128",,PUYALLUP,WA,,https://www.aaaframingllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:09
AAA HARDWOOD FLOORS LLC,(253) 583-4470,434 E 62ND ST,,TACOMA,WA,,https://www.aaahardwoodfloorsllc.com,0.85,True,Flooring,completed,2025-08-01 21:00:12
AAA Heating & AC,(253) 630-9224,22641 83RD AVE S,,KENT,WA,,https://www.aaaheatingandac.com,0.85,True,HVAC,completed,2025-08-01 21:00:12
AAA HEATING/REFRIGERATION LLC,(253) 630-9224,4150 Lind Ave SW,,Renton,WA,,https://www.aaaheating/refrigera.com,0.85,True,HVAC,completed,2025-08-01 21:00:14
AAA HOME SERVICES,(425) 999-5562,15600 NE 8TH ST,SUITE B1 #745,BELLEVUE,WA,,https://www.aaahomeservices.com,0.85,True,General Contractor,completed,2025-08-01 21:00:15
A1 TREE SERVICE LLC,(509) 688-9210,25921 N. Dalton Rd.,,DEER PARK,WA,,https://www.a1treeservicellc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:24
AAA ASPHALT PAVING 1 INC,(253) 854-0179,24429 106th Ave SE,,KENT,WA,,https://www.aaaasphaltpaving1inc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:59
AAA BACKFLOW ASY TSTNG/SVC LLC,(425) 870-9792,557 Michael Way,,Camano Island,WA,,https://www.aaabackflowasytstng/.com,0.85,True,General Contractor,completed,2025-08-01 21:00:00
AAA CLEANING SERVICES LLC,(253) 507-8731,3800 W Bridgeport Way Ste A,#435,TACOMA,WA,,https://www.aaacleaningservicesl.com,0.85,True,General Contractor,completed,2025-08-01 21:00:02
AAA COATINGS LLC,(509) 548-1818,312 Roosevelt Ave,,WENATCHEE,WA,,https://www.aaacoatingsllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:02
AAA Contractors Inc,(253) 839-8853,24816 PACIFIC HWY SOUTH,,KENT,WA,,https://www.aaacontractorsinc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:03
AAA DRAIN PROS LLC,(509) 251-5852,21611 N Little Spokane Dr,,Colbert,WA,,https://www.aaadrainprosllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:05
AAA Electric LLC,(360) 620-3466,PO Box 944,,POULSBO,WA,,https://www.aaaelectricllc.com,0.85,True,Electrical,completed,2025-08-01 21:00:05
AAA Olympia Appliance Serv LLC,(360) 280-5356,PO Box 11456,,OLYMPIA,WA,,https://www.aaaolympiaappliances.com,0.85,True,General Contractor,completed,2025-08-01 21:00:21
AA Northwest,(509) 304-7046,101 BLUE GROUSE LN,,CLE ELUM,WA,,https://www.aanorthwest.com,0.85,True,General Contractor,completed,2025-08-01 20:59:48
AAM CARPET SOLUTIONS LLC,(425) 539-1175,4 112th St SE,,EVERETT,WA,,https://www.aamcarpetsolutionsll.com,0.85,True,General Contractor,completed,2025-08-01 21:00:51
AAMEX INC,(253) 590-7406,809 102ND ST S,,TACOMA,WA,,https://www.aamexinc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:53
AAPPLIANCE REPAIR LLC,(425) 525-9417,7808 BOREAL CT,,ARLINGTON,WA,,https://www.aappliancerepairllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:55
AARC-WEST MECH INSLTN USA LLC,(206) 809-9412,A170 - 19748 86 Avenue,,Langley,BC,,https://www.aarc-westmechinsltnu.com,0.85,True,General Contractor,completed,2025-08-01 21:00:55
AARCADIAN EXCAVATING LLC,(425) 359-4929,6407 SKINNER RD,,GRANITE FALLS,WA,,https://www.aarcadianexcavatingl.com,0.85,True,General Contractor,completed,2025-08-01 21:00:55
AARDVARK DESIGN & DEV COMPANY,(360) 697-7582,PO BOX 126,,KEYPORT,WA,,https://www.aardvarkdesignanddev.com,0.85,True,General Contractor,completed,2025-08-01 21:00:58
AARON PEREZ CONSTRUCTION INC,(559) 586-3280,1266 HILLCREST DR,,LINDSAY,CA,,https://www.aaronperezconstructi.com,0.85,True,General Contractor,completed,2025-08-01 21:01:11
AA CREATIONS LLC,(425) 542-1313,6511 206th Place NE #A,,Arlington,WA,,https://www.aacreationsllc.com,0.85,True,General Contractor,completed,2025-08-01 20:59:44
AA DEFINED EXTERIORS INC,(425) 679-6188,123 2nd Avenue South,Suite 230 #5,EDMONDS,WA,,https://www.aadefinedexteriorsin.com,0.85,True,General Contractor,completed,2025-08-01 20:59:44
AA ELECTRIC CO INC,(360) 675-2203,PO BOX 1034,,OAK HARBOR,WA,,https://www.aaelectriccoinc.com,0.85,True,Electrical,completed,2025-08-01 20:59:44
AA ENHANCED STRUCTURES LLC,(509) 212-3426,200802 E GAME FARM RD SPC 168,,KENNEWICK,WA,,https://www.aaenhancedstructures.com,0.85,True,General Contractor,completed,2025-08-01 20:59:44
AA GROUNDED SRVC ELECTRIC INC,(360) 981-6267,PO BOX 126,,POULSBO,WA,,https://www.aagroundedsrvcelectr.com,0.85,True,Electrical,completed,2025-08-01 20:59:45
AA HANDYWORKS,(425) 343-5715,4033 120TH PL SE,,EVERETT,WA,,https://www.aahandyworks.com,0.85,True,General Contractor,completed,2025-08-01 20:59:47
AA Heating & Air Conditioning,(253) 961-5349,PO Box 731805,,PUYALLUP,WA,,https://www.aaheatingandaircondi.com,0.85,True,HVAC,completed,2025-08-01 20:59:47
AAA FAITH SERVICES,(253) 779-9872,2328 TACOMA AVE S,,TACOMA,WA,,https://www.aaafaithservices.com,0.85,True,General Contractor,completed,2025-08-01 21:00:06
AAA WELL INSPECTIONS LLC,(206) 484-5826,14911 CHAIN LAKE RD,M305,MONROE,WA,,https://www.aaawellinspectionsll.com,0.85,True,General Contractor,completed,2025-08-01 21:00:38
AAA+ CONSTRUCTION,(360) 712-1107,125 PIONEER RD,,ABERDEEN,WA,,https://www.aaa+construction.com,0.85,True,General Contractor,completed,2025-08-01 21:00:38
AAA-1 ROOF CARE,(206) 930-1646,PO BOX 1953,,WOODINVILLE,WA,,https://www.aaa-1roofcare.com,0.85,True,Roofing,completed,2025-08-01 21:00:21
AAAC Electric Co,(206) 235-5650,9480 Olson Place SW Ste I,,SEATTLE,WA,,https://www.aaacelectricco.com,0.85,True,Electrical,completed,2025-08-01 21:00:39
AAC CONSTRUCTION LLC,(253) 604-4606,15814 82ND AVE E,,PUYALLUP,WA,,https://www.aacconstructionllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:41
AAC FAST FRAMING LLC,(253) 331-9141,9914 215TH PACE SE,,SNOHOMISH,WA,,https://www.aacfastframingllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:41
AACTION EXCAVATING INC,(360) 766-5246,PO BOX 294,,BOW,WA,,https://www.aactionexcavatinginc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:42
AAA ALL CITY CONTRACTING LLC,(253) 826-6700,PO BOX 785,,LOGANVILLE,GA,,https://www.aaaallcitycontractin.com,0.85,True,General Contractor,completed,2025-08-01 20:59:59
AAA SEPTIC SERVICE LLC,(360) 687-8960,PO BOX 1615,,BATTLE GROUND,WA,,https://www.aaasepticservicellc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:32
AAA SERVICES INC,(253) 359-8626,12323 8th Ave E,,TACOMA,WA,,https://www.aaaservicesinc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:32
AAA SIDING LLC,(253) 218-9916,37032 45th Ave S,,AUBURN,WA,,https://www.aaasidingllc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:32
AAA SUPERCLEAN INC,(360) 657-2692,4115 78TH PLACE NE,,MARYSVILLE,WA,,https://www.aaasupercleaninc.com,0.85,True,General Contractor,completed,2025-08-01 21:00:33
