business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
ABODIAN INC,ABODII*767QA,CONSTRUCTION CONTRACTOR,1762 AIRPORT WAY S UNIT A,,SEATTLE,WA,98134,(425) 516-3124,"NAYYAR, JUSTIN DIPESH",https://abodian.com/contact-us/,Kitchen & Bath,Abodian Inc specializes in manufacturing made-to-order cabinetry with a focus on innovative design and environmental stewardship.,"Custom cabinetry, Luxury home furnishings, Cabinet design and installation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:05:59.475708,,2025-07-31 19:40:29.399204
ABOUT GROUT TILE SPECIALTIES,ABOUTGT891PE,CONSTRUCTION CONTRACTOR,13110 NE 177th Pl,#180,WOODINVILLE,WA,98072,(425) 877-1695,"WHITTINGTON, JEFFERY C",https://www.aboutgrout.com/contact,Flooring,"About Grout Tile Specialties specializes in tile and grout cleaning services, operating throughout the Puget Sound area with over 30 years of experience.","Tile Cleaning, Grout Cleaning, Stone Cleaning, Free Estimates",0.60,0.40,0.90,,completed,pending_review,2025-07-31 20:06:02.700414,,2025-07-31 19:40:29.399204
ABOVE & BEYOND CONST LLC,ABOVEBC825RM,CONSTRUCTION CONTRACTOR,13346 Eastbrook Drive SW,,Port Orchard,WA,98367,(425) 628-3911,"Varga, George",https://www.abovebeyond-con.com/,Kitchen & Bath,"Above & Beyond Construction, LLC is a family-owned and operated remodeling contractor based in Port Orchard, WA, specializing in high-quality custom kitchen and bathroom renovations.","Kitchen Remodeling, Bathroom Remodeling, Home Renovation, Custom Builds, Additions/ADU Units, Exterior Remodeling",0.74,0.63,0.90,,completed,pending_review,2025-07-31 20:06:07.405973,,2025-07-31 19:40:29.399204
ABOVE & BEYOND HYDROSEED,ABOVEBH753MQ,CONSTRUCTION CONTRACTOR,800 NE TENNEY RD  #110-546,,VANCOUVER,WA,98685,(360) 727-3345,"MADDOX, DAVID THOMAS WHITEHEAD",https://www.columbian.com/news/2018/feb/19/working-in-clark-county-john-dewitz-erosion-control-contractor/,Landscaping,"Above & Beyond Hydroseed specializes in hydroseeding services for both commercial and residential applications, focusing on erosion control and environmental impact.","Hydroseeding, Erosion Control, Drainage Solutions",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:06:15.027533,,2025-07-31 19:40:29.399204
ABOVE ALL CONSTRUCTION INC,ABOVEAC052Q7,CONSTRUCTION CONTRACTOR,17 156TH PL SE,,BOTHELL,WA,980125936,(425) 787-0296,"HOETH, JERROLD GENE",https://davissepticdesign.com/,Septic Services,"Above All Construction Inc is a reputable construction company based in Bothell, WA, specializing in septic system design and repair services for residential and commercial clients.","Septic System Design, Septic Repair, Excavation Services",0.62,0.50,0.80,,completed,pending_review,2025-07-31 20:06:23.620925,,2025-07-31 19:40:29.399204
ABOVE HOME SERVICES LLC,ABOVEHS750LF,CONSTRUCTION CONTRACTOR,7815 KARENNA LN SE,,TUMWATER,WA,98501,(360) 819-0690,"DEMARIS, KALE JAMES",https://www.aboveexteriorcleaning.com/,Exterior Cleaning,"Above Home Services LLC specializes in exterior cleaning services including roof cleaning, gutter cleaning, window cleaning, and pressure washing in Thurston County, WA.","Roof Cleaning, Gutter Cleaning, Window Cleaning, Pressure Washing, Siding Cleaning, Deck & Fence Restoration",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:06:30.498830,,2025-07-31 19:40:29.399204
ABOVE THE BEST INC,ABOVEBI925KK,ELECTRICAL CONTRACTOR,4020 S 56TH STREET,SUITE 107,TACOMA,WA,98409,(253) 535-6000,"SANTANA-PLAISANT, ANNETTE",https://abovethebesthvac.com/,HVAC,"Above the Best Heating & Air provides residential and commercial HVAC services, specializing in installation, repair, and maintenance of heating and cooling systems.","Heating system installation, Air conditioning installation, HVAC maintenance, Ductless heating and cooling systems, Furnace repair, Air conditioning repair",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:06:37.807360,,2025-07-31 19:40:29.399204
ABOVE THE BEST INC,ABOVEBI925DD,CONSTRUCTION CONTRACTOR,4020 S 56th St Suite # 107,,TACOMA,WA,98409,(253) 535-6000,"SANTANA, OCTAVIO GARCIA",https://abovethebesthvac.com/,HVAC,"Above the Best Heating & Air provides residential and commercial HVAC services, specializing in installation, repair, and maintenance of heating and cooling systems.","Heating system installation, Air conditioning installation, HVAC maintenance, Ductless heating and cooling systems, Furnace repairs",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:06:34.676812,,2025-07-31 19:40:29.399204
ABSOLUTE AIR INC,ABSOLAI990KB,CONSTRUCTION CONTRACTOR,2820 E HWY 101,,PORT ANGELES,WA,98362,(360) 452-8444,"PIZZUTO, GLEN J",https://absoluteairinc.net/,HVAC,"Absolute Air, Inc. provides high-quality heating and cooling services for both residential and commercial clients in Port Angeles, WA, with over 10 years of industry experience.","Central Air Conditioning, Furnace Replacement, Hot Water Boilers, Humidifiers, Air Purification, Air Exchangers, High Efficiency Air Cleaners, Water Heaters, Electrical Service, Duct Work, Maintenance Agreement, Hybrid Heating Systems, Fire Places, HVAC System Repairs & Replacements",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:07:02.902522,,2025-07-31 19:40:29.525309
ABSOLUTE DRYWALL & PAINT LLC,ABSOLDP822K5,CONSTRUCTION CONTRACTOR,5410 Barrett Rd,#B109,FERNDALE,WA,98248,(360) 296-5070,"Pearson, Kevin Alan",https://www.whatcomlocal.com/l/wa/painters,Painting,"Absolute Drywall & Paint LLC is a complete drywall and painting company that specializes in installing, finishing, and painting drywall, ensuring a seamless transition from drywall to paint.","Drywall Installation, Drywall Finishing, Painting, Texture Application",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:07:14.480142,,2025-07-31 19:40:29.525309
ABSOLUTE GEN CONTRACTOR LLC,ABSOLGC975D5,CONSTRUCTION CONTRACTOR,1941 10TH AVE W,,SEATTLE,WA,98119,(425) 466-6327,"ELLMERS, VAUGHAN",https://reviews.birdeye.com/absolute-general-contractor-llc-165744919459598,Remodeling,"Absolute General Contractor, LLC offers premium quality remodeling, addition, and period restoration services in the greater Seattle and greater Eastside communities.","Home Remodeling, Additions, Period Restoration",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:07:31.775664,,2025-07-31 19:40:29.525309
ABSOLUTE PLUMBING,ABSOLP*799MB,PLUMBING CONTRACTOR,P O BOX 1445,,MOUNT VERNON,WA,98273,(360) 610-6141,"OLIVER, JEREMY MICHAEL",https://www.absoluteplumbingwa.com/,Plumbing,"Absolute Plumbing provides expert plumbing services including leak repair, drainage cleaning, and plumbing installation for residential and commercial clients in Mount Vernon, WA, and surrounding areas.","Leak Repair, Drainage Cleaning, Plumbing Installation, Water Heater Services, New Construction Plumbing, Kitchen and Bathroom Remodeling",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:07:41.630468,,2025-07-31 19:40:29.525309
ABSOLUTE QLTY ROOF RESTORATION,ABSOLQR852P9,CONSTRUCTION CONTRACTOR,1 Dravus #4,,SEATTLE,WA,98109,(206) 604-8098,"RISINGER, TRENT RANDEL",https://absolutequalityroof.com/,Roofing,"Absolute Quality Roof Restoration is a Seattle-based roofing contractor specializing in roof restoration for various roof types, using environmentally safe methods.","Roof Restoration, Composition Roofing, Metal Roofing, Wood Roofing, PVC/TPO Roofing, Tile Roofing",0.60,0.40,0.90,,completed,pending_review,2025-07-31 20:07:46.796722,,2025-07-31 19:40:29.525309
ABSOLUTE ROT REPAIR INC,ABSOLRR833B6,CONSTRUCTION CONTRACTOR,4210 Sunnyside Blvd.,,MARYSVILLE,WA,98270,(206) 371-4651,"DROZDOV, OLEG VLADIMIROVICH",https://www.rotrepair.net/,Handyman,"Absolute Rot Repair specializes in repairing and replacing structures affected by rot, providing home repair services in Bellevue and surrounding areas.","Dry Rot Repair, Deck Repair or Replacement, Structural Repair or Replacement, Roof Repair or Replacement, Siding Repair or Replacement, Water Damage Restoration, Windows & Doors Repair",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:07:50.681985,,2025-07-31 19:40:29.525309
ABSOLUTE SOLUTIONS,ABSOLS*831OM,CONSTRUCTION CONTRACTOR,101 Ritter Rd,,SEQUIM,WA,98382,(360) 460-9454,"RISTICK, ROBERT GARY",https://www.absolutesolutionswa.com/,Garage Construction,"Absolute Solutions is a top-rated garage builder in Sequim, Washington, with over 30 years of experience in the industry.","Garage Construction, Workshops, Bathroom Remodels, Accessory Dwelling Units",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:07:54.390830,,2025-07-31 19:40:29.525309
AC ELECTRIC LLC,ACELEEL918PM,ELECTRICAL CONTRACTOR,2227 72nd Ave SE,,MERCER ISLAND,WA,980402322,(206) 818-9626,"PETTY, DARRELL",https://acelectricmercerisland.com/,Electrical,"AC Electric LLC provides expert electrical services for homes and businesses, including installation, troubleshooting, and repair.","Electrical installation, Electrical troubleshooting, Electrical repair",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:08:26.853751,,2025-07-31 19:40:29.525309
AC IRRIGATION LLC,ACIRRIL762Q6,CONSTRUCTION CONTRACTOR,7203 NE MEADOWS DR,,VANCOUVER,WA,98662,(360) 241-9981,"CORIELL, AARON MICHAEL",https://www.cityofvancouver.us/government/department/public-works/drinking-water/backflow-and-cross-connection-prevention/certified-backflow-testers/,Landscaping,"AC Irrigation LLC specializes in irrigation design, repair, and installation of sprinkler systems, including backflow testing and drip irrigation services.","Irrigation design, Irrigation repair, Sprinkler systems, Backflow testing, Drip irrigation, Outdoor lighting",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:08:33.095935,,2025-07-31 19:40:29.525309
ACC-U-SET CONSTRUCTION INC,ACCUSC*993PN,CONSTRUCTION CONTRACTOR,PO BOX 725,781 S 28TH ST,WASHOUGAL,WA,98671,(360) 835-2437,"HALL, KIRK ALLEN",https://members.modular.org/contractor/Details/acc-u-set-construction-inc-1944479,Modular Building,"ACC-U-SET CONSTRUCTION INC specializes in the installation and relocation of modular and mobile buildings, serving the Pacific Northwest since 1997.","Modular building installation, Relocation of modular buildings, Installation of multi-plex and multi-story units",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:08:53.154198,,2025-07-31 19:40:29.525309
ACCEL BUILDING & REMODELING,ACCELBR759BG,CONSTRUCTION CONTRACTOR,22233 E LOST LAKE RD,,SNOHOMISH,WA,98296,(425) 802-7321,"MELLO, VALDECIR GOULART",https://www.accelremodeling.com/services/,Kitchen & Bath,"Accel Building & Remodeling specializes in home and commercial renovations, focusing on kitchen and bathroom remodels, full home renovations, and integrated additions.","Custom kitchen remodels, Bathroom renovations, Full home renovations, Home additions, Basement transformations, Outdoor living enhancements",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:08:55.592076,,2025-07-31 19:40:29.525309
ACCENT WALLS PAINTING,ACCENWP830JM,CONSTRUCTION CONTRACTOR,21308 66th Ave W,,LYNNWOOD,WA,98036,(425) 501-3311,"MEDINA CORONA, JOSE A",https://accentwallspainting.com/,Painting,"Accent Walls Painting specializes in transforming homes and businesses with high-quality painting services, focusing on customer satisfaction and cost-effectiveness.","Interior Painting, Exterior Painting, Residential Painting, Commercial Painting, Cabinet Painting",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:09:12.514465,,2025-07-31 19:40:29.525309
ACCESS FIRE PROTECTION SER INC,ACCESFP941JF,CONSTRUCTION CONTRACTOR,PO BOX 443,,GIG HARBOR,WA,98335,(425) 413-2648,"CHERNOFF, SHANNON GAIL",https://accessfireprotection.com/,Fire Protection,"Access Fire Protection Services Inc specializes in fire safety solutions, including fire extinguisher services, inspections, maintenance, and testing for commercial and industrial clients in the Puget Sound area.","Fire extinguisher services, Fire extinguisher inspections, Fire extinguisher recharges, Fire extinguisher maintenance, Fire extinguisher testing",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:09:17.581249,,2025-07-31 19:40:29.525309
ACCO ENGINEERED SYSTEMS INC,ACCOEES827LE,ELECTRICAL CONTRACTOR,5300 Denver Ave S,,SEATTLE,WA,98108,(206) 787-8600,Corporation Service CO,https://www.procore.com/network/p/acco-engineered-system-seattle,HVAC,"ACCO Engineered Systems is a contractor based in Seattle, WA specializing in HVAC, plumbing, and engineering services.","Heating Ventilating and Air Conditioning (HVAC), Plumbing, Design and Engineering",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:09:27.919473,,2025-07-31 19:40:29.525309
ACCORD CONTRACTORS LLC,ACCORCL906CB,CONSTRUCTION CONTRACTOR,12826 SE 40th LN STE 204,,BELLEVUE,WA,98006,(425) 754-6759,"BJELLA, KEITH JOHN",http://www.bxwa.com/bxwa_toc/pub/255/blv18_bogline_sanitary_sewer_r_31101/info.php,Concrete,"Accord Contractors LLC is a self-performing general contractor based in Bellevue, WA, specializing in roadwork and small-scale construction projects.","General Contracting, Roadwork, Small-scale Construction Projects",0.62,0.50,0.80,,completed,pending_review,2025-07-31 20:09:33.743840,,2025-07-31 19:40:29.525309
ACCURATE CONCRETE CUTTING INC,ACCURCC153M2,CONSTRUCTION CONTRACTOR,6816 NE 40th Ave Suite A,,VANCOUVER,WA,98661,(360) 694-8564,"BALKOWITSCH, MARY Christine",https://www.accurate-concrete-cut.com/contact-us,Concrete,"Accurate Concrete Cutting Inc is a professional concrete contractor based in Vancouver, WA, specializing in concrete cutting services throughout the Pacific Northwest.","Concrete Cutting, Sawing, Core Drilling, Demolition, Excavation",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:09:48.312571,,2025-07-31 19:40:29.525309
ACCURATE ELECTRIC UNLIMITD INC,ACCUREU905ML,ELECTRICAL CONTRACTOR,PO BOX 871866,,VANCOUVER,WA,98687,(360) 567-3330,"DIXON, MARIE",https://members.swca.org/list/member/accurate-electric-unlimited-inc-592,Electrical,"Accurate Electric Unlimited, Inc. specializes in commercial electrical services, including installation, maintenance, and troubleshooting of electrical systems.","Industrial Electrical Services, Electrical Instrumentation/Control, Generator Systems, Low-Voltage Electrical, Tenant Improvements, Preventative Maintenance, Security Installation and Monitoring",0.60,0.40,0.90,,completed,pending_review,2025-07-31 20:09:55.313433,,2025-07-31 19:40:29.525309
ACCURATE GUTTER SERVICE,ACCURGS888BZ,CONSTRUCTION CONTRACTOR,P O BOX 387,,CARLSBORG,WA,98324,(360) 452-2207,"ABERCROMBIE, ALEXANDER J",https://www.accurategutters.com/,Roofing,"Accurate Gutter Service provides comprehensive gutter cleaning and servicing throughout the Olympic Peninsula, focusing on quality workmanship at affordable prices.","Gutter Cleaning, Gutter Servicing",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:09:57.480569,,2025-07-31 19:40:29.525309
ACCURATE HOME SERVICES LLC,ACCURHS833DO,CONSTRUCTION CONTRACTOR,4009 NE 95th Circle,,Vancouver,WA,98665,(360) 433-7056,"GRIFFY, YUNHI",https://www.accuratehomeinspectionllc.com/,Handyman,"ACCURATE HOME SERVICES LLC provides comprehensive home inspection and repair services in Vancouver, WA, including mold testing, radon testing, and handyman repairs.","Home Inspections, Mold Testing, Radon Testing, Pest Inspection, Well Water Testing, Home Repair Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:10:00.574701,,2025-07-31 19:40:29.525309
ACCURATE INSTALLERS LLC,ACCURIL923J5,CONSTRUCTION CONTRACTOR,19216 NE 283rd St,,BATTLE GROUND,WA,98604,(360) 869-6630,"PORTER, JOHN ROBERT",https://nextdoor.com/pages/accurate-installers-vancouver-wa/,Fireplace Repair,"Local family business providing installation and service of Wood, Gas, and Pellet Stoves/Inserts/Fireplaces.","Installation of wood stoves, Installation of gas stoves, Installation of pellet stoves, Routine maintenance of stoves, Fireplace repair services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:10:06.552765,,2025-07-31 19:40:29.525309
ACE 360 CONSTN LMT LBLTY CMPNY,ACE363C757DG,CONSTRUCTION CONTRACTOR,6111 HUNTINGTON LN SE,,LACEY,WA,98503,(360) 819-3953,"OLSEN, MICHAEL SHAWN",https://www.ace360constructionllc.com/,Kitchen & Bath,"ACE 360 CONSTN LMT LBLTY CMPNY specializes in residential construction and remodeling services, including kitchen and bathroom renovations.","Residential construction, Kitchen remodeling, Bathroom remodeling, Flooring and carpet installation, Cabinet installation, Painting, Drywall, Doors and windows installation, Tile work, Siding, Roofing, Decking, Fencing, Concrete and masonry, Foundations, New construction builds, Insulation, Subfloor repair, Rot repair, Framing, Countertops installation, Landscaping",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:10:31.485783,,2025-07-31 19:40:29.525309
ACE APPLIANCE INSTALLATION LLC,ACEAPAI816NA,CONSTRUCTION CONTRACTOR,1530 Westview Place,,LYNDEN,WA,98264,(360) 815-4622,"Hoekstra, Jeff Martin",https://www.procore.com/network/p/ace-appliance-installations-lynden,Kitchen & Bath,ACE Appliance Installation LLC specializes in the installation of home appliances from start to finish.,Appliance Installation,0.79,0.75,0.85,,completed,pending_review,2025-07-31 20:10:34.693668,,2025-07-31 19:40:29.525309
ACE APPLIANCE SERVICE LLC,ACEAPAS774K6,CONSTRUCTION CONTRACTOR,13022 Ash Way Unit B,,EVERETT,WA,98204,(206) 747-2213,"Belchenko, Maksym",https://aceappser.com/kitchenaid-appliance-repair/,Appliance Repair,"Ace Appliance Service LLC specializes in appliance repair services, particularly for KitchenAid products, offering fast and reliable solutions for homeowners in Snohomish and King counties.","Refrigerator Repair, Washer Repair, Dishwasher Repair, Dryer Repair",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:10:38.636212,,2025-07-31 19:40:29.525309
ACE CARPET INSTALLATION CO,ACECAIC000RO,CONSTRUCTION CONTRACTOR,6445 JEFFREY CT SE,,Lacey,WA,98513,(360) 584-8553,"LEVY, GERRY FRED",https://nextdoor.com/pages/ace-carpet-installation-co-lacey-wa/,Flooring,"ACE CARPET INSTALLATION CO specializes in carpet installation and repair services, including vinyl, tile, and laminate flooring.","Carpet Installation, Carpet Repair, Vinyl Flooring Installation, Tile Flooring Installation, Laminate Flooring Installation",0.75,0.65,0.90,,completed,pending_review,2025-07-31 20:10:41.306583,,2025-07-31 19:40:29.525309
ACE MASONRY CONSTRUCTION LLC,ACEMAMC750D7,CONSTRUCTION CONTRACTOR,14205 SOUTHEAST 36TH ST,STE 100,BELLEVUE,WA,98006,(206) 249-2962,"HAGINS, TIM",https://acemasonryconstruction.com/,Masonry,"Ace Masonry Construction is a reputable contractor specializing in masonry and foundation repair services throughout Washington State, with a strong focus on customer satisfaction and quality workmanship.","Foundation Repair, Basement Waterproofing, French Drain Installation, Masonry Work, Driveway Construction",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:11:15.060365,,2025-07-31 19:40:29.525309
ACE MASONRY CORP,ACEMAMC903KR,CONSTRUCTION CONTRACTOR,1079 NEW MORNING RD,,CAMANO ISLAND,WA,98282,(425) 319-7360,"PORCAYO, ROGELIO",https://acemasonrycorp.net/,Masonry,"ACE Masonry Corp is a professional masonry contractor specializing in both commercial and residential stone services, dedicated to customer satisfaction and quality craftsmanship.","Shower Tile and Floor Installation, Patios, Fire Pits Construction, Brick Work, Retaining Walls, Stucco Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:11:19.853347,,2025-07-31 19:40:29.525309
ACE MOBILE WELDING COMPANY,ACEMOWC014RO,CONSTRUCTION CONTRACTOR,1323 REDMOND FALL CITY ROAD NE,,REDMOND,WA,98053,(206) 679-3678,"ATHAN, JAMES N",https://www.aceironworks.com/,Welding,"Ace Iron Works specializes in custom fabricated ornamental iron work and mobile welding services in Washington State, serving both residential and commercial clients.","Mobile Welding, Iron Railings, Iron Fencing, Custom Iron Work, Security Gates",0.74,0.63,0.90,,completed,pending_review,2025-07-31 20:11:30.974771,,2025-07-31 19:40:29.525309
ACE OF PAINTS LLC,ACEPAPL851K1,CONSTRUCTION CONTRACTOR,3612 NE 143RD AVE,,VANCOUVER,WA,98682,(360) 991-6492,"EATON, CHRISTOPHER ROSS",http://www.youraceofpaints.com/,Painting,"ACE OF PAINTS LLC is a licensed, bonded, and insured painting contractor in Vancouver, WA, specializing in both interior and exterior painting services for residential and commercial clients.","Interior house painting, Exterior house painting, Deck staining, Free estimates",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:11:23.444627,,2025-07-31 19:40:29.525309
ACE PATCH CONSTRUCTION LLC,ACEPAPC783LF,CONSTRUCTION CONTRACTOR,1550 27TH ST NW,,PUYALLUP,WA,98371,(206) 403-7616,"BALOGUN, AYOBAMI SEUN",https://www.acepatchconstruction.com/,Concrete,"Ace Patch Construction LLC specializes in concrete repair services, ensuring quality and safety in their work.","Tilt-Up Panel Patching & Repair, Joint & Window Opening Repair, Pick & Brace Point Patching, Retaining Wall & Ramp Repair, Formliner Repair & Tilt Review, Concrete Refinishing and Refinement, Bulge Removal & Surface Leveling, Sidewalks & Driveways Repair",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:11:28.643130,,2025-07-31 19:40:29.525309
ACE TREE SERVICE LLC,ACETRTS871P1,CONSTRUCTION CONTRACTOR,17141 NE 5TH ST,,BELLEVUE,WA,98008,(206) 307-1157,"SUTTER, WILLIAM ROY",https://www.acetreesvc.com/,Landscaping,"Ace Tree Service LLC provides quality tree services in Bellevue, WA, specializing in tree removal, trimming, and emergency storm response.","Tree Removal, Tree Trimming, Stump Removal & Grinding, Emergency Tree Services, Storm & Disaster Response",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:11:41.794503,,2025-07-31 19:40:29.525309
ACE WORKS INC,ACEWOWI789M6,PLUMBING CONTRACTOR,7955 FOREST RIDGE DR NE,,BREMERTON,WA,98311,(360) 932-2117,"KULICK, THOMAS ALDEN",https://www.aceworkswa.com/,Plumbing,"Ace Works is a top-rated remodeling and general contractor in Bremerton, Washington, specializing in plumbing and home remodeling services with over 30 years of experience.","General Plumbing, Bathroom Remodels, Tankless Water Heater Installation, Gas Services",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:11:38.942679,,2025-07-31 19:40:29.525309
ACES FOUR ENTERPRISES LLC,ACESFFE807R4,CONSTRUCTION CONTRACTOR,8011 285TH PL NW,,Stanwood,WA,98292,(425) 672-4811,"MIDDLEBROOK, RICHARD G",https://www.acesfour.com/,Plumbing,"Aces Four specializes in sewer repair and installation, with expertise in trenchless sewers and trench drain services for more than 45 years serving Seattle and surrounding areas.","Sewer Line Repair, Sewer Installation, Drain Cleaning, Excavation Services, Demolition Services, Water Line Services",0.64,0.40,1.00,,completed,pending_review,2025-07-31 20:11:46.518203,,2025-07-31 19:40:29.525309
ACKERMANN ELECTRIC COMPANY,ACKEREC084MA,ELECTRICAL CONTRACTOR,1700 Railroad Ave,,MOUNT VERNON,WA,98273,(360) 336-6188,"ACKERMANN, EVAN J",https://ackermannelectric.com/,Electrical,"Ackermann Electric Company has been providing electrical services in Mount Vernon, WA for over 70 years, specializing in residential, commercial, and industrial electrical needs.","Residential Electrical Services, Commercial Electrical Services, Industrial Electrical Services, Electrical Design, Emergency Electrical Services",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:12:13.234178,,2025-07-31 19:40:29.525309
ACKLEY PUMP & ELECTRIC SERVICE,ACKLEPE764DA,ELECTRICAL CONTRACTOR,18308 OLD HWY 99 SW,,ROCHESTER,WA,98579,(360) 508-6394,"SEXSMITH, WILLIAM N",https://drillerdb.com/contractor/ackley-pump-service,Electrical,"Ackley Pump & Electric Service is a reputable contractor in Rochester, WA, specializing in pump and electrical services for both residential and commercial clients.","Pressure tank installation, Pressure tank maintenance, Pressure tank repair, Water pump installation, Well drilling, Remodel wiring, Troubleshooting electrical systems, New construction wiring, Lighting upgrades, Electrical panel work",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:12:18.717042,,2025-07-31 19:40:29.525309
ACM COOLING & HEATING,ACMCOCH759C4,CONSTRUCTION CONTRACTOR,26428 FERN BLUFF RD.,,MONROE,WA,98272,(425) 518-3225,"JIMENEZ ROMERO, CARLOS",https://www.acmcoolingheating.com/,HVAC,"ACM Cooling & Heating is a licensed and insured HVAC company specializing in installations and repairs for residential and commercial properties, ensuring comfort through every season.","Heater Repair, A/C Repair, System Installation, Heat Pump Repair, Fan Motor Replacement",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:12:32.247024,,2025-07-31 19:40:29.525309
ACME DESIGN INC,ACMEDDI922LK,CONSTRUCTION CONTRACTOR,PO Box 2954,,SILVERDALE,WA,98383,(360) 698-8488,"LEFT, ROD",https://local.yahoo.com/info-22230062-acme-septic-design-silverdale,Septic & Drain Service,"ACME Design Inc specializes in septic system design and maintenance, providing services to ensure proper sewage management for residential properties.","Septic system design, Septic tank installation, Septic tank maintenance, Septic tank inspection",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:12:42.505048,,2025-07-31 19:40:29.525309
ACOSTA LANDSCAPE & PAVERS LLC,ACOSTLP773N9,CONSTRUCTION CONTRACTOR,7614 NE BOTHELL WAY,UNIT 4,KENMORE,WA,98028,(206) 730-8004,"ACOSTA GUTAMA, BYRON ALEXANDER",https://apcleaning.net/about-us.php,Landscaping,"Acosta Landscape & Pavers LLC specializes in landscaping, paver and deck installation, artificial turf, and irrigation services in the Seattle area.","Landscaping, Paver Installation, Deck Installation, Artificial Turf Installation, Irrigation Services",0.60,0.40,0.90,,completed,pending_review,2025-07-31 20:12:59.205130,,2025-07-31 19:40:29.525309
ACOUSTICS WEST LLC,ACOUSWL828CK,CONSTRUCTION CONTRACTOR,5603 47th Ave NE Unit B,,MARYSVILLE,WA,98270,(360) 658-8912,"TANDE, DAVID LUDVIG",https://www.procore.com/network/p/acoustics-west-llc-marysville,Acoustical Solutions,"Acoustics West LLC is a construction company based in Marysville, WA, specializing in wall finishes and acoustical solutions.","Wall Finishes, Acoustic Ceilings, Insulation Installation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:13:15.421159,,2025-07-31 19:40:29.525309
ACR CONSTRUCTION LLC,ACRCOCL793N6,CONSTRUCTION CONTRACTOR,544 SIMONS RD,,MONROE,WA,98272,(425) 346-6264,"RESENDIZ LOPEZ, CESAR JULIAN",https://www.acrconcreteconstruction.com/,Concrete,"ACR Concrete Construction specializes in high-quality concrete craftsmanship, offering a range of services including residential and commercial concrete solutions.","Broom Finish Concrete, Stamped Concrete, Exposed Aggregate Concrete, Hard Trowel Finish Concrete, Residential Landscaping, Concrete Demolition, Concrete Walls, Foundations, Slabs",0.70,0.50,1.00,,completed,pending_review,2025-07-31 20:13:33.173652,,2025-07-31 19:40:29.525309
ACS SEATTLE LLC,ACSSESL922BT,CONSTRUCTION CONTRACTOR,4742 42ND AVE SW STE 500,,SEATTLE,WA,98116,(206) 624-7330,"GUTIERREZ, GARY",https://westseattleremodelcontractor.com/,Windows & Doors,"ACS Seattle, LLC is a premier remodeling contractor specializing in window replacement, foundation repair, concrete, and siding in West Seattle.","Window Replacement, Foundation Repair, Concrete Work, Siding Installation",0.66,0.50,0.90,,completed,pending_review,2025-07-31 20:13:39.781900,,2025-07-31 19:40:29.525309
ACTION HOMES LLC,ACTIOHL814JJ,CONSTRUCTION CONTRACTOR,2205 HAPPY VALLEY RD,,SEQUIM,WA,98382,(360) 477-5373,"LYCKMAN, BRANDON ALLEN",https://actionhomesllc.com/,Framing,"Action Homes LLC is a framing contractor based in Sequim, WA, specializing in high-quality residential framing services for homes in the Olympic Peninsula area.","Framing, Residential Construction",0.74,0.63,0.90,,completed,pending_review,2025-07-31 20:14:02.450212,,2025-07-31 19:40:29.525309
