business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
A & E CONTRACTORS LLC,ECONTEC822K2,CONSTRUCTION CONTRACTOR,10019 NE 59TH ST,,VANCOUVER,WA,98662,(360) 784-0251,"PABLO, EDGAR ARTURO",https://www.aesidingspecialists.com/,Siding,"A & E Contractors is a locally owned and operated home improvement company specializing in siding installation and repair, along with other exterior services.","Siding Installation, Siding Repair, Painting, Patio Covers, Decks, Window Installation, Roofing",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:49:53.958742,,2025-07-31 19:40:29.116600
A & H SEPTIC SYS MATERIALS INC,AHSEPSM090JA,CONSTRUCTION CONTRACTOR,PO BOX 1328,,FALL CITY,WA,98024,(425) 222-5388,"HERNDON, TERRI ANN",https://aandhseptic.com/,Septic Services,"A&H Septic Systems and Materials, Inc. is a family-owned business with over 30 years of experience in septic system installation and site work, serving the Snoqualmie Valley and all of King County.","Septic System Installation, Excavation and Site Work, Drain Field Replacement, Land Clearing, Utility Trenching",0.70,0.50,1.00,,completed,pending_review,2025-08-01 04:50:40.426515,,2025-07-31 19:40:29.116600
A & M CONSTRUCTION COMPANY,MCONSMC843B6,CONSTRUCTION CONTRACTOR,2408 152ND ST NW,,MARYSVILLE,WA,98271,(425) 422-5560,"OPPLIGER, MATTHEW RALPH",https://www.rumford.com/Oppliger.html,Masonry,"A & M Construction Company specializes in masonry work, particularly in the construction of Rumford fireplaces.","Masonry, Fireplace Construction, Repairs",0.62,0.50,0.80,,completed,pending_review,2025-08-01 04:51:46.106211,,2025-07-31 19:40:29.116600
A AUSTIN'S SEPTIC COMPANY LLC,AAUSTSC754CL,CONSTRUCTION CONTRACTOR,4612 144TH DR SE,,SNOHOMISH,WA,98290,(425) 446-1004,"SHARER, AUSTIN DAVID",https://davissepticdesign.com/,Plumbing,"A Austin's Septic Company LLC is a certified septic business in Snohomish County, specializing in septic system installations, troubleshooting, and repairs.","Septic system installation, Septic system repair, Septic troubleshooting, Septic feasibility testing",0.75,0.65,0.90,,completed,pending_review,2025-08-01 04:55:12.398932,,2025-07-31 19:40:29.116600
A B PLUMBING LLC,BPLUMBP752JS,PLUMBING CONTRACTOR,PO BOX 647,,MCKENNA,WA,98558,(360) 481-5520,"BOSTWICK, ANDREW MICHAEL",http://www.ezwaterheater.com/states/wa/plumbersWA.html,Plumbing,"A B Plumbing LLC is a plumbing contractor based in McKenna, WA, providing various plumbing services.",,0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:55:35.285473,,2025-07-31 19:40:29.116600
A C PAVING NORTHWEST INC,ACPAVNI990MW,CONSTRUCTION CONTRACTOR,PO BOX 1174,,NORTH BEND,WA,98045,(425) 888-1700,"BORANIAN, ANNA",https://acpavingnorthwest.com/asphalt-wheel-stop-installation/,Concrete,"AC Paving Northwest, Inc. specializes in asphalt repair, paving, and patching services for residential and commercial clients in the greater Seattle area.","Asphalt Repair, Paving, Sealcoating, Curbing, Crack Filling, Striping, Pressure Washing",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:57:33.692463,,2025-07-31 19:40:29.116600
A CLEAN CHIMNEY & CONTR LLC,CLEANCC849KF,CONSTRUCTION CONTRACTOR,214 105TH ST SW,,EVERETT,WA,98204,(206) 484-1320,"WRIGHT, NATHAN GRANT",https://acleannw.com/,Chimney,"A-Clean Chimney & Contracting is a premier chimney cleaning and repair service in the Puget Sound area, offering a full suite of services for both residential and commercial clients.","Chimney Cleaning, Chimney Repair, Fireplace Installation, Waterproofing, Inspection Services",0.66,0.50,0.90,,completed,pending_review,2025-08-01 04:57:46.917604,,2025-07-31 19:40:29.116600
A FOREVER CONSTRUCTION LLC,FOREVFC896ND,CONSTRUCTION CONTRACTOR,320 Garfield Street S #44454,,TACOMA,WA,98448,(253) 531-7627,"VIESELMEYER, BRENT LEE",https://www.cleantechalliance.org/member/forever-construction-llc/,Building Technology & Construction,"Forever Construction LLC is a construction contractor based in Tacoma, WA, specializing in building technology and construction services.",,0.75,0.75,0.75,,completed,pending_review,2025-08-01 04:59:34.635422,,2025-07-31 19:40:29.116600
A GOOD PAINTER LLC,GOODPGP815RJ,CONSTRUCTION CONTRACTOR,"1015 6th St, Suite 105",,ANACORTES,WA,98221,(360) 941-3521,"SYLVIA, GAELAN FRANCIS",https://agoodpainterco.com/,Painting,"A Good Painter LLC is a premier painting company in Anacortes, WA, specializing in both residential and commercial painting services.","Interior Painting, Exterior Painting, Residential Painting, Commercial Painting, Cabinet Painting, Trim and Ceiling Painting",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:00:30.877122,,2025-07-31 19:40:29.116600
A J B LANDSCAPE & FENCE LLC,AJBLALF763MN,CONSTRUCTION CONTRACTOR,9625 CASE RD SW,,OLYMPIA,WA,98512,(360) 789-3707,"COTE, MAEGAN KRISTIN",https://www.ajbservice.com/,Landscaping,AJB Landscaping & Fence is a family-owned and operated contractor specializing in landscaping and fencing services in the Olympia and Tacoma areas.,"Fences, Pavers, Retaining Walls, Sod & Turf, Softscapes & Landscaping",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:01:20.609180,,2025-07-31 19:40:29.246584
A J RICHARDSON CONST INC,AJRICCI984OR,CONSTRUCTION CONTRACTOR,3688 Edwards Drive,,GIG HARBOR,WA,98335,(206) 383-5050,"RICHARDSON, ALAN",http://www.aj-richardson.com/,General Contractor,"AJ Richardson Construction is a full-service contractor based in Gig Harbor, WA, specializing in project management, tenant improvements, complete remodels, and construction maintenance.","Project Management, Tenant Improvements, Complete Remodels, Decor Upgrades, Construction Maintenance, Troubleshooting & Problem Solving",0.62,0.50,0.80,,completed,pending_review,2025-08-01 05:01:32.359675,,2025-07-31 19:40:29.246584
A K Custom Fence & Deck LLC,AKCUSFD871NZ,CONSTRUCTION CONTRACTOR,1418 Wood Ave,,Sumner,WA,98390,(253) 250-9882,"WINSTON, KEVIN RICHARD",https://akcustomfenceanddeck.com/,Fencing,"A.K. Custom Fence & Deck LLC is a family-owned business with over 30 years of experience in building custom fences and decks in the Greater Puget Sound Area, focusing on quality craftsmanship and customer satisfaction.","Custom Fence Building, Deck Construction, Arbor and Pergola Installation, Stairs and Deck Covers",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:01:47.701525,,2025-07-31 19:40:29.246584
A NEFF IS ENOUGH LLC,ANEFFIE809CE,CONSTRUCTION CONTRACTOR,17602 Dusty Court SW,,TENINO,WA,98589,(360) 269-2989,"Neff, Johan A",https://aneffisenough.com/,Handyman,"A Neff is Enough LLC provides fast, friendly home improvement and repair services in Olympia, Lacey, and Thurston County.","General Contracting, Handyman Services, Kitchen and Bath Remodeling, New Construction, Fire and Flood Damage Restoration",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:03:45.672926,,2025-07-31 19:40:29.246584
A NU LOOK REMODELING LLC,NULOONL874N8,CONSTRUCTION CONTRACTOR,12010 116TH AVE CT E,,PUYALLUP,WA,98374,(253) 208-6871,"YATES, VERNE STEVEN",https://www.anulookremodeling.com/,Kitchen & Bath,"A Nu Look Remodeling specializes in home remodeling projects, including kitchen and bathroom renovations, room additions, and custom deck construction, serving the South Puget Sound area.","Kitchen Remodeling, Bathroom Remodeling, Room Additions, Custom Deck Construction, Home Repairs",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:03:59.082126,,2025-07-31 19:40:29.246584
A PARADISE CNCRT & CONST LLC,PARADPC801C8,CONSTRUCTION CONTRACTOR,4717 NE 18TH ST,,RENTON,WA,98059,(206) 504-6034,"TAUMOEPEAU, PENIELI",https://aparadiseconcreteandconstr.mystrikingly.com/,Concrete,"A Paradise Concrete & Construction is a well-established concrete contractor located in Renton, WA, specializing in stamped concrete finishes, retaining wall construction, and various concrete services.","Stamped Concrete Patio Installation, Concrete Retaining Wall Construction, Concrete Flatwork, Sidewalks, Steps, Patios, Driveways, Masonry",0.60,0.40,0.90,,completed,pending_review,2025-08-01 05:04:44.254031,,2025-07-31 19:40:29.246584
A PLEASANT HANDYMAN SERVICE,PLEASPH782RZ,CONSTRUCTION CONTRACTOR,221 SE COWLITZ ROAD,,WINLOCK,WA,98596,(360) 206-7611,"GOMEZ, EVARISTO DANIEL",https://pleasanthandyman.com/,Handyman,"A Pleasant Handyman Service is a full-service handyman business serving homeowners in Winlock and surrounding areas, focused on helping people have a more pleasant home.","Home repairs, Installation services, General maintenance",0.74,0.63,0.90,,completed,pending_review,2025-08-01 05:04:52.355833,,2025-07-31 19:40:29.246584
A PLUS FENCE COMPANY LLC,PLUSFPF800RW,CONSTRUCTION CONTRACTOR,1075 MOUNTAIN VILLA DR,,ENUMCLAW,WA,98022,(253) 200-7131,"PEREZ DE LA CRUZ, LUIS GREGORI",https://aplusfencecompanywa.com/,Fencing,"A Plus Fence Company LLC is a licensed and insured fencing contractor with over 20 years of experience, serving homeowners and businesses in Enumclaw, WA, providing a range of fencing solutions.","Fence Installation, Fence Repair, Fence Staining, Fence Replacement, Fence Removal, Maintenance Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:05:04.767258,,2025-07-31 19:40:29.246584
A R HEATING & COOLING INC,ARHEAHC769KC,CONSTRUCTION CONTRACTOR,PO Box 263,,SOUTH BEND,WA,98586,(360) 999-0928,"PING, JEFFREY ALLEN",https://www.pacificpud.org/energy-efficiency/area-installers/,HVAC,"A R Heating & Cooling Inc is a local HVAC company based in South Bend, WA, specializing in heating and cooling installation and replacement services.","HVAC installation, HVAC replacement, Heating services, Cooling services",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:05:47.867412,,2025-07-31 19:40:29.246584
A R JOYCE REMODEL INC,RJOYCJR940JR,CONSTRUCTION CONTRACTOR,2922 21ST AVENUE SOUTH,,SEATTLE,WA,98144,(206) 355-8502,"JOYCE, AIMEE R",https://arjoyceremodelinc.com/,Remodeling,"A.R. Joyce Remodel, Inc. is a reputable remodeling company based in Seattle, Washington, specializing in high-quality construction services and earthquake retrofitting.","General Remodeling, Earthquake Retrofitting",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:05:50.265278,,2025-07-31 19:40:29.246584
A TO Z CUSTOM PAINTING INC,ZCUSTZC914KA,CONSTRUCTION CONTRACTOR,9613 NE 26th Pl,,Vancouver,WA,98665,(360) 521-0438,"ZABARENKO, ANATOLIY V",https://atozcustompainting.com/wp/,Painting,"A to Z Custom Painting Inc. is a licensed and bonded painting contractor serving the Portland, OR and Southwest Washington areas, specializing in both residential and commercial painting projects.","Interior Painting, Exterior Painting, Commercial Painting",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:08:19.220699,,2025-07-31 19:40:29.246584
A TO Z PLUMBING LLC,ZPLUMZP788NR,PLUMBING CONTRACTOR,2880 aegean ct ne,,Bremerton,WA,98311,(360) 979-8055,"CADY, ALEX KELLEY",https://atozplumbingco.com/,Plumbing,"A to Z Plumbing LLC is a trusted plumbing service provider in Bremerton, WA, offering expert installations, repairs, and water heater services for both residential and commercial clients.","Plumbing Installation, Remodeling, Repairs, Gas Piping, Water Heater Service",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:08:35.634673,,2025-07-31 19:40:29.246584
A TO Z STUMP & TREE INC,ZSTUMZS881P5,CONSTRUCTION CONTRACTOR,13933 184TH AVE NE,,WOODINVILLE,WA,98072,(425) 497-8733,"ANDERSON, CHARLES ALBERT",https://atoztrees.com/,Landscaping,"A to Z Stump & Tree is a locally-owned tree care company in the Greater Seattle area, specializing in full-service tree maintenance, expert pruning, difficult tree removal, and stump grinding.","Tree Removal, Stump Grinding, Tree Pruning, Wood Chips Delivery, Storm Damage Clean-up",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:08:45.364518,,2025-07-31 19:40:29.246584
A TOTAL TREE SERVICE,TOTALTS921KR,CONSTRUCTION CONTRACTOR,8111 SHOEMAKER RD,,TULALIP,WA,98271,(425) 293-7376,"GOODROW, CHET",https://www.atotaltreeservice.com/,Landscaping,"A Total Tree Service is a licensed, bonded, and insured tree care company based in Tulalip, WA, offering a full range of tree services including removal, pruning, and consultations.","Tree removal, Tree pruning, Tree shaping, Wind sailing, Consultations, Emergency tree services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:08:54.933758,,2025-07-31 19:40:29.246584
A VETERAN HANDYMAN LLC,VETERVH789JR,CONSTRUCTION CONTRACTOR,13207 BINGHAM AVE E,,TACOMA,WA,98446,(253) 820-0226,"HOFFMAN, DAMON ANDREW",https://aveteranhandymanllc.com/,Handyman,"A Veteran Handyman LLC offers a variety of home improvement services including interior and exterior painting, home renovations, kitchen and bath remodeling, flooring, and fencing.","Interior Painting, Exterior Painting, Home Renovation, Kitchen and Bath Remodeling, Flooring Installation, Fencing",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:09:40.883672,,2025-07-31 19:40:29.246584
A WHOLES CONSTRUCTION CO LLC,WHOLEWC755JN,CONSTRUCTION CONTRACTOR,124 E 56TH ST,,TACOMA,WA,98404,(360) 390-8211,"NORRIS, MELISSA RENE'E",http://www.rosenplumbing.com/,Plumbing,"Rosen Plumbing Supply is a wholesale distributor of plumbing and heating equipment, parts, and supplies, serving plumbing and mechanical contractors in the Pacific Northwest.","Wholesale plumbing supplies, Heating equipment, Plumbing parts and accessories, Job quote submittals, O&M manuals",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:10:29.267295,,2025-07-31 19:40:29.246584
A YOUR TOWN CHIMNEY INC,AYOURTC021OT,CONSTRUCTION CONTRACTOR,2126 E St,,Washougal,WA,98671,(360) 835-1366,"DILLEY, DANIEL HUGH",https://www.columbian.com/news/2018/sep/03/working-in-clark-county-dan-dilley-a-your-town-chimney/,Chimney Services,"A Your Town Chimney Inc provides chimney cleaning, sweeping, and repair services in Washougal, WA, with a focus on safety and customer education.","Chimney Cleaning, Chimney Sweeping, Gas Fireplace Repair, Wood Stove Sales and Services, Pellet Stove Sales and Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:10:42.649412,,2025-07-31 19:40:29.246584
A+ CONSTRUCTION DEBRIS,CONSTCD821QZ,CONSTRUCTION CONTRACTOR,6267 Mt Baker Hwy,,DEMING,WA,98244,(360) 599-1501,"Arnold, Jennifer Lee",https://apluscleanups.com/,Junk Removal,"A+ Construction Debris specializes in junk removal and debris cleanup services for residential and commercial clients in the Whatcom, Skagit, and Island counties.","Junk Pickup, Furniture Removal, Mattress Pickup, Couch Removal, Household Goods Removal, Appliance Pickup, Yard Debris Cleanup, Estate Cleanout Services, Office Equipment Removal, Electronics Pickup",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:16:40.325707,,2025-07-31 19:40:29.246584
A+ MARBLE & GRANITE LLC,MARBLMG901DH,CONSTRUCTION CONTRACTOR,1503 E HAZEL AVE,,BURLINGTON,WA,98233,(360) 720-9130,"GOMEZ, EMILIO",https://www.handle.com/supplier/a-marble-and-granite-4e4b/,Kitchen & Bath,A+ Marble & Granite specializes in transforming kitchen surfaces with a range of quality materials including granite and marble.,"Custom Countertops, Solid Surfaces, Kitchen Remodeling, Home Improvements",0.62,0.50,0.80,,completed,pending_review,2025-08-01 05:17:14.472359,,2025-07-31 19:40:29.246584
A+ SEPTIC & PLUMBING SERVICE,ASEPTPS055MM,CONSTRUCTION CONTRACTOR,7225 PACIFIC AVE SE,,OLYMPIA,WA,98503,(360) 491-2900,"GRIMSLEY-LAVERGNE, TERESA R",https://www.aplusplumbing.com/,Plumbing,"A+ Septic & Plumbing Service provides trusted, reliable, and professional plumbing, HVAC, electrical, and septic services to homeowners in Olympia, WA, and surrounding areas.","Plumbing, Septic Tank Pumping, HVAC Services, Electrical Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:17:28.785848,,2025-07-31 19:40:29.246584
A+ SERVICES,ASERV**771C2,PLUMBING CONTRACTOR,7225 PACIFIC AVE SE,,OLYMPIA,WA,98503,(360) 491-2900,"GRIMSLY, TERESA",https://www.aplusplumbing.com/,Plumbing,"A+ Services provides trusted, reliable, and professional plumbing, HVAC, electrical, and septic services to homeowners in Olympia, WA, and surrounding areas.","Plumbing, HVAC, Electrical, Septic Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:17:43.907716,,2025-07-31 19:40:29.246584
A-1 LANDSCAPING & CONST INC,A1LANCI056DP,CONSTRUCTION CONTRACTOR,20607 SR 9 SE,,SNOHOMISH,WA,98296,(425) 402-9900,"IQBAL, NAEEM",https://www.a1land.com/,Landscaping,"A-1 Landscaping and Construction Inc is a flexible, innovative and results-oriented developer of residential and commercial property, specializing in the creation of sports fields, parks, play areas, infrastructure projects, wetlands, and road projects.","Excavation & Underground Utilities, Architectural & Structural Concrete, Landscape & Irrigation",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:18:34.306859,,2025-07-31 19:40:29.246584
A-1 MOBILE LOCK & KEY INC,A1MOBML926P9,CONSTRUCTION CONTRACTOR,1956 S BURLINGTON BLVD,,BURLINGTON,WA,98233,(360) 293-7736,"OLSON, ANDREW JOHN",https://a1mobilelock.com/,Locksmithing,"A-1 Mobile Lock & Key provides locksmith services including residential, commercial, and automotive solutions in Burlington, WA and surrounding counties.","Residential locksmith services, Commercial locksmith services, Automotive key replacement, Emergency lockout services, Access control systems, CCTV installation, Safe installation",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:18:40.204200,,2025-07-31 19:40:29.246584
A-1 Professional Flooring LLC,1PROFPF833LR,CONSTRUCTION CONTRACTOR,19010 79th Ave Ct. E,,PUYALLUP,WA,98375,(253) 229-2866,"MORALES, VIRIDIANA",https://www.a1professionalflooring.com/,Flooring,"A-1 Professional Flooring LLC is a leading flooring company in Puyallup, WA, specializing in flooring installation and replacement services for both residential and commercial clients.","Tile Installation and Replacement, Floor Installation or Replacement, Bathroom Remodeling, Kitchen Remodeling, Home Remodeling",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:18:53.657315,,2025-07-31 19:40:29.246584
A-ACTION GROUP UTILITIES INC,AACTIGU990OM,CONSTRUCTION CONTRACTOR,620 93rd ave se,,OLYMPIA,WA,98501,(360) 870-4970,"POTTER, BENNETT F",https://www.co.cowlitz.wa.us/1616/Licensed-Septic-Installers,Plumbing,"A-ACTION GROUP UTILITIES INC is a licensed contractor specializing in septic system services in Olympia, WA, serving multiple counties.","Septic system installation, Septic system maintenance, Septic tank pumping",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:19:24.302913,,2025-07-31 19:40:29.246584
A-BELL EXCAVATING,BELLEE*812PN,CONSTRUCTION CONTRACTOR,PO BOX 815,,GRAHAM,WA,98338,(253) 896-0043,"BURRIS, ADAM EUGENE",https://www.abellsepticpumping.com/contact-us,Septic Services,"A-Bell Excavating Inc. offers professional septic services in Puyallup, WA & surrounding areas, specializing in septic tank installation, maintenance, and pumping.","Septic tank installation, Septic tank pumping, Septic system maintenance, Septic system inspection",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:19:32.805830,,2025-07-31 19:40:29.246584
A-BUILT CONSTRUCTION LLC,BUILTCL854OW,CONSTRUCTION CONTRACTOR,PO BOX 132,,AMBOY,WA,98601,(360) 448-8025,"SARKINEN, PERRY",https://a-built.com/,Framing,"A-Built Construction LLC is a general contractor based in Amboy, WA, specializing in residential, commercial, and public works construction, with a focus on framing.","Residential Framing, Commercial Framing, Public Works Construction, Roofing, Rough Carpentry",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:19:40.285594,,2025-07-31 19:40:29.246584
A-PLUS WATER SERVICES INC,PLUSWWS7892B,ELECTRICAL CONTRACTOR,10905 228TH ST. NE,,ARLINGTON,WA,98223,(360) 435-0839,"Fletcher II, Robert I",https://apluswaterservices.com/,Electrical,"A-Plus Water Services Inc. provides professional residential well pump services in Arlington, Lake Stevens, and Stanwood, focusing on fast, expert repair and replacement for clean, reliable water.","Well Pump Replacement, Well Pump Repair, Water Treatment Services, Pressure Tank Service & Repair, Well Inspection",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:21:57.961293,,2025-07-31 19:40:29.246584
A-PLUS WATER SERVICES INC,PLUSWWS789KB,PLUMBING CONTRACTOR,10905 228TH ST. NE,,ARLINGTON,WA,98223,(360) 435-0839,"Fletcher II, Robert I",https://apluswaterservices.com/,Plumbing,"A-Plus Water Services Inc. specializes in professional residential well pump services, offering fast and expert repair and replacement for clean, reliable water.","Well Pump Replacement, Well Pump Repair, Water Treatment Services, Pressure Tank Service & Repair, Well Inspection",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:22:03.624279,,2025-07-31 19:40:29.246584
A-QUALITY HEATING & AC LLC,QUALIHA791CQ,CONSTRUCTION CONTRACTOR,16006 73RD Dr SE,,SNOHOMISH,WA,98296,(425) 418-0585,"Zahina, Jared David",https://reviews.birdeye.com/a-quality-heating-and-air-conditioning-llc-166804099607814,HVAC,"A-Quality Heating & AC LLC provides highly trained, licensed, and professional HVAC engineers for heating, air conditioning, ventilation, maintenance, installation, and replacement services.","Heating installation, Air conditioning installation, Ventilation services, HVAC maintenance, HVAC replacement",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:22:19.362273,,2025-07-31 19:40:29.246584
A-Z CONSTRUCTION SOLUTIONS LLC,AZCONCS948C7,CONSTRUCTION CONTRACTOR,2412 MONTEREY AVE NE,,RENTON,WA,98056,(206) 629-6415,"WELLAND, SHAWN J",https://www.guildquality.com/pro/a-z-construction-solutions,Kitchen & Bath,"A-Z Construction Solutions is a full-service, high-end residential remodeling company serving homeowners in Seattle, Newcastle, Bellevue, & the Eastside.","Home Remodeling, Kitchen Renovation, Bathroom Renovation, Residential Construction",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:24:11.153880,,2025-07-31 19:40:29.399204
A/C ELECTRICAL INC,ACELEEI961JF,ELECTRICAL CONTRACTOR,PO BOX 44465,,TACOMA,WA,98448,(253) 820-8612,"ESCALANTE, ANDREW L",https://www.acelectricalinc.com/contact/,Electrical,"A/C Electrical, Inc. provides electrical contracting services in Tacoma, WA, serving both residential and commercial clients.","Electrical installations, Hot tub electrical inspections, Multi-family electrical services, Apartment and condominium electrical services, Senior living electrical services",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:24:56.040379,,2025-07-31 19:40:29.399204
A1 GARAGE DOOR SPECIALIST LLC,A1GARGD794QQ,CONSTRUCTION CONTRACTOR,4494 MONKEY HILL RD,,OAK HARBOR,WA,98277,(360) 770-8951,"KERNER, JOHN MICHAEL",https://www.thespringking.net/,Windows & Doors,"A-1 Garage Door Specialist LLC is a reliable garage door specialist in Oak Harbor, WA, offering expert repairs, installations, and maintenance for all types of garage doors.","Garage Door Installation, Garage Door Repair, Garage Door Opener Installation, Garage Door Spring Replacement, Garage Door Motor Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:25:30.875290,,2025-07-31 19:40:29.399204
A1 GUTTERS LLC,A1GUTGL802DQ,CONSTRUCTION CONTRACTOR,250 Boblett St,,BLAINE,WA,982304002,(360) 332-1633,"Bruneau, Michael Scott",https://a-1gutter.com/,Gutters,"A1 GUTTERS LLC offers seamless gutters, gutter repairs, and gutter cleaning services. Family-owned and operated since 1989.","Seamless Gutter Installation, Gutter Repairs, Gutter Cleaning, Moss Treatment",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:25:37.083091,,2025-07-31 19:40:29.399204
A1DESIGNBUILD,A1DES**755LZ,CONSTRUCTION CONTRACTOR,3310 Northwest Ave,,BELLINGHAM,WA,98225,(360) 734-5249,"MARTIN, PATRICK JOHN",https://a1designbuild.coop/bikerepairday,Home Builder,"A1DesignBuild is a designer and builder of high-performance homes in Bellingham and Whatcom County, Washington, with a focus on sustainable design and community involvement.","Home Building, Home Remodeling, Sustainable Design",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:26:16.255246,,2025-07-31 19:40:29.399204
AA ASPHALTING LLC,AAASPI*223DF,CONSTRUCTION CONTRACTOR,14720 Puyallup ST,,SUMNER,WA,98390,(253) 939-0214,"JEWETT, JEFFREY R",https://www.aaasphalting.com/,Concrete,"AA Asphalting provides expert asphalt and concrete restoration, paving, and specialty services for cities, municipalities, utilities, commercial businesses, and residential clients.","Asphalt Restoration, Concrete Restoration, Paving Services, Specialty Services",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:26:58.649971,,2025-07-31 19:40:29.399204
AA DECON,AADECD*784OL,CONSTRUCTION CONTRACTOR,1331 MEADOR AVE SUITE J-105,,Bellingham,WA,98229,(360) 230-8337,"TILL, RODNEY EDWARD",https://aadeconwa.com/,Environmental Services,"AA Decon is a Washington State Department of Health certified contractor specializing in the cleanup of clandestine drug labs, asbestos abatement, mold remediation, and other environmental services.","Illicit Substance Assessments, Illicit Substance Decontamination, Asbestos Abatement, Mold Testing and Remediation, Encampment Cleanup",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:27:24.163403,,2025-07-31 19:40:29.399204
AA ELECTRIC CO INC,AAELEEC913R9,ELECTRICAL CONTRACTOR,PO BOX 1034,,OAK HARBOR,WA,98277,(360) 675-2203,"MCANINCH, BENJAMIN G",https://aaelectricoakharbor.com/,Electrical,"AA Electric Co. Inc. in Oak Harbor specializes in residential and commercial electrical services, including repairs and installations.","Electrical repair, Wiring fixes, Smart home installations, Emergency electrical services",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:27:28.969872,,2025-07-31 19:40:29.399204
AA PATIO COVERS LLC,AAPATPC921MP,CONSTRUCTION CONTRACTOR,PO Box 731805,,PUYALLUP,WA,98373,(253) 840-3383,"HOSIER, CHADWICK OWEN",https://aapatiocovers.com/,Windows & Doors,AA Patio Covers LLC specializes in selling and installing quality aluminum patio covers throughout the Pacific Northwest.,"Aluminum Patio Covers, Carports, Retractable Awnings, Polycarbonate Covers",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:27:56.809287,,2025-07-31 19:40:29.399204
AA QUALITY SEPTIC LLC,AAQUAQS792DA,CONSTRUCTION CONTRACTOR,4778 PACIFIC HWY,,BELLINGHAM,WA,98226,(360) 410-0815,"LITVINOV, YEVGENIY",https://qualitysepticinstall.com/,Septic Services,"AA Quality Septic LLC provides septic pumping and septic services in Bellingham, WA, and all of Whatcom County, including emergency services.","Septic Pumping, Septic Installation, Septic Inspection, Septic Repairs and Maintenance",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:28:12.759083,,2025-07-31 19:40:29.399204
AA WINDOW & GUTTER CLEANING,AAWINWG962DB,CONSTRUCTION CONTRACTOR,11020 120th Ave NE,,KIRKLAND,WA,98033,(425) 821-3814,"VANDENBRINK, BRETT ALAN",https://aawindowgutter.com/kirkland-roof-cleaning,Roofing,"AA Window & Gutter Cleaning provides professional roof, window, gutter, and driveway cleaning services in the Seattle and Portland areas, with a focus on customer satisfaction and environmentally responsible practices.","Window Cleaning, Gutter Cleaning, Gutter Whitening, Roof Cleaning, Solar Panel Cleaning, Recurring Maintenance",0.66,0.50,0.90,,completed,pending_review,2025-08-01 05:28:37.561489,,2025-07-31 19:40:29.399204
AAA 1,AAA1***067QC,CONSTRUCTION CONTRACTOR,1816 286TH ST E,,ROY,WA,985809597,(253) 377-3800,"SONNENBERG, DEREK VON",https://aaa1roofing.com/,Roofing,"AAA #1 Roofing provides reliable and reputable roofing services for both residential and commercial clients in Pierce County, WA, with over 38 years of experience.","Roof Maintenance, Free Roof Inspections, Leak Detection, Gutter Cleaning, Moss Removal, Roof Repairs, Roof Replacement, Chimney Repair, Waterproofing, Emergency Tarps",0.70,0.50,1.00,,completed,pending_review,2025-08-01 05:29:24.082449,,2025-07-31 19:40:29.399204
