business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,gpt4mini_analysis,created_at
1ST CHOICE RESTORATION INC,1STCHCR950ME,CONSTRUCTION CONTRACTOR,6250 W CLEARWATER AVE Ste 201,,KENNEWICK,WA,99336,(509) 734-7737,"RAWLINGS, GREG",https://1stchoicerestoration.com,Restoration,"1st Choice Restoration Services specializes in comprehensive restoration solutions for water damage, fire damage, and storm damage, along with remodeling and painting services.","{""Water Damage Restoration"",""Fire Damage Restoration"",""Carpet Cleaning"",""Storm Damage Restoration"",Remodeling,Painting}",0.90,,,,completed,approved_download,2025-07-23 05:29:21.333351,,,2025-07-22 23:37:37.197793
1ST CHOICE TESTING LLC,1STCHCT831D1,CONSTRUCTION CONTRACTOR,4915 243RD ST SW,,MOUNTLAKE TERRACE,WA,98043,(425) 273-3106,"STECK, JOEL THOMAS",https://1stchoicetesting.com,Plumbing,"1st Choice Testing specializes in backflow testing and the processing of test reports with local water departments and public utilities. They also install, repair, and service backflow assemblies.","{""Backflow Testing"",""Backflow Assembly Installation"",""Backflow Assembly Repair"",""Backflow Assembly Service""}",0.90,,,,completed,approved_download,2025-07-23 05:29:36.58288,,,2025-07-22 23:37:37.197793
1ST CLASS CONSTRUCTION INC,1STCLCC896M7,CONSTRUCTION CONTRACTOR,1125 172nd St NE,,Marysville,WA,98271,(253) 426-8109,"MORA, TIMOTEO CARRANZA",https://1stclassconstruction.com,Kitchen & Bath,1st Class Construction is dedicated to delivering exceptional craftsmanship and an elevated eye for design in home remodeling and renovation.,"{""Home Renovation"",""Kitchen Remodeling"",""Bathroom Remodeling"",""Home Additions""}",0.90,,,,completed,approved_download,2025-07-23 05:29:47.069219,,,2025-07-22 23:37:37.197793
1ST CLASS PAINTING LLC,1STCLCP840M2,CONSTRUCTION CONTRACTOR,9115 182ND ST NE,,ARLINGTON,WA,98223,(360) 788-5525,"ANDERSON, WENDY SUE",https://www.potterynookart.com/home.html,Painting,"1ST CLASS PAINTING LLC is a painting contractor based in Arlington, WA, specializing in various painting services.","{""Interior Painting"",""Exterior Painting"",""Residential Painting"",""Commercial Painting""}",0.90,,,,pending,approved_download,2025-07-23 17:57:24.938183,,,2025-07-22 23:37:37.197793
1ST PLACE CONCRETE LLC,1STPLPC856DP,CONSTRUCTION CONTRACTOR,209903 E 315 PRSE,,KENNEWICK,WA,99336,(509) 302-5679,"JOHNSON, NICKOLAS MAX",,Concrete,"1st Place Concrete LLC is a construction contractor specializing in concrete services in Kennewick, WA.","{""Concrete pouring"",""Concrete finishing"",""Concrete repair"",""Concrete installation""}",0.90,,,,completed,approved_download,2025-07-23 18:15:53.770578,,,2025-07-22 23:37:37.197793
1ST PRECISION PAINTING,1STPRPP843OL,CONSTRUCTION CONTRACTOR,13308 E 12TH AVE,,SPOKANE VALLEY,WA,99206,(208) 757-0710,"Churches, Conrad Alan",,Painting,"1ST PRECISION PAINTING is a contractor business located in Spokane Valley, WA, specializing in painting services.","{""Interior Painting"",""Exterior Painting"",""Residential Painting"",""Commercial Painting""}",0.90,,,,completed,approved_download,2025-07-23 18:15:48.886348,,,2025-07-22 23:37:37.197793
1ST PROSERVICE LLC,1STPRPL807JS,CONSTRUCTION CONTRACTOR,19007 133rd st ct e,,Bonney Lake,WA,98391,(206) 495-2060,"TARASOV, OLEG",https://www.1stproservice.com/areas-we-serve,Handyman,"1ST PROSERVICE LLC provides professional home improvement and remodeling services in Bonney Lake, WA, and surrounding areas.","{""Kitchen Remodeling"",""Bathroom Remodeling"",Flooring,Painting,Windows,""Basement Refinishing""}",0.90,,,,completed,approved_download,2025-07-23 18:15:38.331133,,,2025-07-22 23:37:37.197793
1ST RESPONSE HTG/AIR SLTNS LLC,1STRERH850P3,CONSTRUCTION CONTRACTOR,1731 113th Drive Southeast,,LAKE STEVENS,WA,98258,(206) 643-1525,"TACBIAN, BRAXTEN TEOFILO",,HVAC,"1ST RESPONSE HTG/AIR SLTNS LLC is an HVAC contractor based in Lake Stevens, WA, specializing in heating and air conditioning services.","{""Heating installation"",""Air conditioning installation"",""Furnace repair"",""AC service""}",0.90,,,,completed,approved_download,2025-07-23 18:16:09.259895,,,2025-07-22 23:37:37.197793
1STOP INTERIOR,1STOPI*772D8,CONSTRUCTION CONTRACTOR,345 Ohio St,,BELLINGHAM,WA,98225,(360) 676-6034,"Peralta, Fatima Patricia",,Flooring,"1 Stop Interiors focuses on floor coverings and interior design for every type of budget, serving the Bellingham, WA area.","{""Flooring installation"",""Interior design""}",0.90,,,,completed,approved_download,2025-07-23 18:16:12.535225,,,2025-07-22 23:37:37.197793
1UP FLOORS LLC,1UPFLFL862BU,CONSTRUCTION CONTRACTOR,PO BOX 2044,,SUMNER,WA,98390,(253) 292-6775,"MARCHEL, NICHOLAS RYAN",,Flooring,1UP FLOORS LLC specializes in flooring solutions for multi-family residences in the Seattle/Tacoma area.,"{""Flooring installation"",""Flooring repair"",""Consultation for multi-family projects""}",0.90,,,,completed,approved_download,2025-07-23 18:17:17.791613,,,2025-07-22 23:37:37.197793
1st Choice Plumbing & Repair,1STCHCP812P5,CONSTRUCTION CONTRACTOR,263 Johnson Rd,,SELAH,WA,98942,(509) 895-9565,"Benscoter, Thomas John",https://1stchoiceplumbingrepair.com,Plumbing,"1st Choice Plumbing & Repair offers a range of plumbing services, focusing on quality workmanship and emergency reliability.","{""Water Heater Replacement"",""Bathroom Plumbing"",""Camera Line Inspection"",""Commercial Plumbing"",""Kitchen Plumbing"",""Water Leak Detection""}",0.90,,,,completed,approved_download,2025-07-23 05:28:57.222596,,,2025-07-22 23:37:37.197793
2 A T PAINTING LLC,2TPAITP858CF,CONSTRUCTION CONTRACTOR,1239 Feather Ln,,OAK HARBOR,WA,98277,(360) 840-5052,"STORRS, TAYLOR JOHN YOUNG",,Painting,"2 A T Painting LLC is an established painting company with two decades of experience, prioritizing safety and excellence.","{""Interior Painting"",""Exterior Painting"",""Residential Painting"",""Commercial Painting""}",0.90,,,,completed,approved_download,2025-07-23 18:17:05.432142,,,2025-07-22 23:37:37.197793
2 AMIGOS ROOFING LLC,2AMIGAR770ND,CONSTRUCTION CONTRACTOR,402 S. 9TH AVE,,YAKIMA,WA,98902,(509) 834-9739,"PANIAGUA ALCUATE, NICANDO",,Roofing,"2 AMIGOS ROOFING LLC specializes in roofing services in Yakima, WA.","{""Roof installation"",""Roof repair"",""Roof maintenance""}",0.90,,,,completed,approved_download,2025-07-23 18:17:25.911053,,,2025-07-22 23:37:37.197793
2 BROS FLOORING LLC,2BROSBF853OT,CONSTRUCTION CONTRACTOR,111 NW 148th St,,Vancouver,WA,98685,(971) 344-7396,"ROMERO VEGA, JORGE LUIS",,Flooring,"2 BROS FLOORING LLC specializes in flooring services in Vancouver, WA.","{""Flooring installation"",""Flooring repair"",""Flooring consultation""}",0.90,,,,completed,approved_download,2025-07-23 18:17:51.174494,,,2025-07-22 23:37:37.197793
2 BROTHERS CONTRACTING LLC,2BROTBC853M3,CONSTRUCTION CONTRACTOR,7017 NE 124TH AVE,,VANCOUVER,WA,98682,(360) 909-2265,"PENNINGTON, CHARLES E",,Roofing,"2 Brothers Contracting LLC is a dedicated roofing company servicing Washington and Oregon, specializing in residential roofing needs.","{""Residential tear off & re-roof"",""New construction roofing""}",0.90,,,,completed,approved_download,2025-07-23 18:17:44.174133,,,2025-07-22 23:37:37.197793
2 BROTHERS PAINTING LLC,2BROTBP766BQ,CONSTRUCTION CONTRACTOR,3720 S CLOVERDALE ST,,SEATTLE,WA,98118,(206) 231-8589,"ROMERO GARCIA, FRANKLIN NAHUM",https://2brotherspaintingllc.com/project/west-seattle-1/,Painting,"2 Brothers Painting LLC is a professional painting company based in Seattle, WA, specializing in both interior and exterior painting services.","{""Interior House Painting"",""Exterior House Painting"",""Fences and Decks"",Waterproofing,""Pressure Washing"",""Commercial Painting""}",0.90,,,,completed,approved_download,2025-07-23 18:18:09.82609,,,2025-07-22 23:37:37.197793
2 BROTHERS STONE MASONRY LLC,2BROTBS810NO,CONSTRUCTION CONTRACTOR,1007 S 5TH AVE,,PASCO,WA,99301,(509) 528-1032,"GONZALEZ PONCE, DUSTY ANGEL",,Concrete,"2 Brothers Stone Masonry LLC specializes in masonry services, providing high-quality stonework for various construction projects.","{""Stone masonry"",""Brick laying"",""Concrete work""}",0.90,,,,completed,approved_download,2025-07-23 18:18:18.503558,,,2025-07-22 23:37:37.197793
2 COATS PAINTING LLC,2COATCP857LS,CONSTRUCTION CONTRACTOR,12612 NE 26TH ST,,VANCOUVER,WA,98684,(360) 601-2730,"NIDICK, KENNETH B",,Painting,"2 COATS PAINTING LLC is a painting contractor based in Vancouver, WA, specializing in residential painting services.","{""Interior Painting"",""Exterior Painting"",""Surface Preparation"",""Color Consultation""}",0.90,,,,completed,approved_download,2025-07-23 18:18:25.426758,,,2025-07-22 23:37:37.197793
2 COATS PAINTING LLC,2COATCP767RF,CONSTRUCTION CONTRACTOR,12612 NE 26TH ST,,VANCOUVER,WA,98684,(360) 601-2730,"NIDICK, KENNETH B",,Painting,"2 COATS PAINTING LLC is a painting contractor based in Vancouver, WA, specializing in residential painting services.","{""Interior Painting"",""Exterior Painting"",""Residential Painting"",""Surface Preparation""}",0.90,,,,completed,approved_download,2025-07-23 18:18:12.159088,,,2025-07-22 23:37:37.197793
"2 OLD GUYS CONSTRUCTION, LLC",2OLDGOG771RE,CONSTRUCTION CONTRACTOR,1427 100TH ST SW,UNIT 137,EVERETT,WA,98204,(425) 971-4074,"REED, JAMES PAUL",https://3guysconstruction.com/,Concrete,"2 Old Guys Construction, LLC is a construction contractor based in Everett, WA, specializing in various concrete services.","{""Concrete installation"",""Concrete repair"",""Residential concrete services"",""Commercial concrete services""}",0.90,,,,completed,approved_download,2025-07-23 18:19:47.52659,,,2025-07-22 23:37:37.197793
20/20 EXTERIORS,2020EE*841DT,CONSTRUCTION CONTRACTOR,914 N COUNTRY CLUB DRIVE,,DEER PARK,WA,99006,(509) 688-4480,"NICHOLAS, TIMOTHY MATTHEW",,Roofing,"20/20 Exteriors is a roofing company based in Deer Park, WA, specializing in roofing and siding solutions with over 60 years of combined experience.","{""Roof Installation"",""Siding Installation""}",0.90,,,,completed,approved_download,2025-07-23 18:21:51.407017,,,2025-07-22 23:37:37.197793
2020 Electric Company LLC,2020EEC804CQ,ELECTRICAL CONTRACTOR,PO BOX 150,,GREENBANK,WA,98253,(360) 661-1781,"Armour, David A",,Electrical,"2020 Electric Company LLC is an electrical contractor based in Greenbank, WA, providing electrical services to the local community.","{""Electrical installations"",""Electrical repairs"",""Wiring services"",""Lighting installation""}",0.90,,,,completed,approved_download,2025-07-23 18:23:32.211992,,,2025-07-22 23:37:37.197793
206 FLOORING LLC,206FLFL826LA,CONSTRUCTION CONTRACTOR,4227 W LK SAMMAMISH PKWY NE,,REDMOND,WA,98052,(425) 802-1752,"PROSHIKYAN, VARDAN",,Flooring,"206 FLOORING LLC specializes in flooring installation services in Redmond, WA.","{""Hardwood Flooring Installation"",""Laminate Flooring Installation"",""Vinyl Flooring Installation"",""Tile Flooring Installation""}",0.90,,,,completed,approved_download,2025-07-23 18:24:19.490977,,,2025-07-22 23:37:37.197793
206PAINTERS LLC,206PAL*810D2,CONSTRUCTION CONTRACTOR,8828 218th St SW,,Edmonds,WA,98026,(206) 419-0991,"PUREVOCHIR, ZOLZAYA",,Painting,"206PAINTERS LLC specializes in painting services, providing both interior and exterior painting solutions.","{""Interior Painting"",""Exterior Painting"",""Wall Covering""}",0.90,,,,completed,approved_download,2025-07-23 18:25:08.857655,,,2025-07-22 23:37:37.197793
21ST CENTURY ELECTRIC,21STCCE753LT,ELECTRICAL CONTRACTOR,9187 W BELFAIR VALLEY RD,,BREMERTON,WA,98312,(360) 990-5012,"GLENN, CURTIS W",,Electrical,"21st Century Electric is an electrical contractor based in Bremerton, WA, providing a range of electrical services.","{""Residential electrical services"",""Commercial electrical services"",""Electrical installations"",""Electrical repairs""}",0.90,,,,completed,approved_download,2025-07-23 18:28:08.731269,,,2025-07-22 23:37:37.197793
23 CONCRETE LLC,23CONCL792N4,CONSTRUCTION CONTRACTOR,4970 NE 193RD ST,,LAKE FOREST PARK,WA,98155,(206) 640-4723,"BELLERT, TODD MICHAEL",,Concrete,"23 Concrete LLC specializes in concrete services, providing high-quality solutions for various concrete needs.","{""Concrete pouring"",""Concrete finishing"",""Concrete repair"",""Concrete installation""}",0.90,,,,completed,approved_download,2025-07-23 18:28:42.979975,,,2025-07-22 23:37:37.197793
23RD ST GARDENING & DESIGN,23RDSSG789KZ,CONSTRUCTION CONTRACTOR,1911 23RD ST,,ANACORTES,WA,98221,(425) 335-5287,"SCIGLIBAGLIO, MARY TERESA",,Landscaping,"23RD ST GARDENING & DESIGN specializes in gardening and landscape design services in Anacortes, WA.","{""Landscape design"",""Gardening services"",""Plant installation"",""Maintenance services""}",0.90,,,,completed,approved_download,2025-07-23 18:29:11.258242,,,2025-07-22 23:37:37.197793
24 HOUR FLOOD RESPONSE,24HOUHF898JF,CONSTRUCTION CONTRACTOR,PO BOX 30937,,SEATTLE,WA,98113,(206) 380-4986,"SACKSTEDER, CHARLES RUPERT",https://24hourfloodresponse.com,Water Damage Restoration,"24 Hour Flood Response provides premium water damage remediation services, focusing on customer satisfaction and rapid response times.","{""Extraction of Standing Water"",""Sewer Backups"",Decontamination,""Structural Drying"",Remodeling,""Direct Billing to Insurance""}",0.90,,0.90,,completed,approved_download,2025-07-23 19:00:00.560808,,,2025-07-22 23:37:37.197793
24 HOUR LOCK AND KEY LLC,24HOUHL822L8,CONSTRUCTION CONTRACTOR,2512 E EVERGREEN BLVD #31,,Vancouver,WA,98661,(971) 720-9939,"SKYLES, ADAM",,Handyman,"24 Hour Lock and Key LLC provides 24/7 locksmith services in Vancouver, WA, and surrounding areas, focusing on emergency lockout services and other locksmith needs.","{""Emergency lockout services"",Rekeying,""Lock installation"",""Lock repair""}",0.90,,0.90,,completed,approved_download,2025-07-23 18:59:51.787011,,,2025-07-22 23:37:37.197793
@ YOUR SERVICE HOME APPL RPR,YOURSYS966DH,ELECTRICAL CONTRACTOR,13106 133RD PL NE,,KIRKLAND,WA,98034,(425) 814-9462,"HOLLAND, HUBIE F",,Electrical,At Your Service Home Appliance Repair specializes in electrical services related to home appliances.,"{""Electrical repairs"",""Home appliance installation"",""Electrical troubleshooting""}",0.90,,,,completed,approved_download,2025-07-23 03:16:11.171916,,,2025-07-22 23:37:37.197793
& BUILD,BUILDB*793D9,CONSTRUCTION CONTRACTOR,1622 Queen Anne Ave N,,SEATTLE,WA,98109,(206) 271-1267,"Demers-Changelo, Nicole Marie",,Handyman,"Contractor business offering general repair services in Seattle, WA.",{},0.80,,,,completed,approved_download,2025-07-23 03:12:20.192732,,,2025-07-22 23:37:37.197793
(TCHS) TRI-CITIES HOMES SERV,TCHSTTH791JF,CONSTRUCTION CONTRACTOR,241 JAMES ST,,WEST RICHLAND,WA,99353,(509) 907-2154,"GALLARDO ARRIAGA, JORGE",,Handyman,"TCHS (Tri-Cities Homes Serv) is a licensed contractor based in West Richland, WA, specializing in home services.","{""General Repairs"",""Home Maintenance"",Renovations}",0.80,,,,completed,approved_download,2025-07-23 03:15:57.155871,,,2025-07-22 23:37:37.197793
+1 HAMMER LLC,1HAMMHL799NE,CONSTRUCTION CONTRACTOR,925 MALAGA AVE,,WENATCHEE,WA,98801,(509) 679-2915,"MATTSON, STEVEN ROBB",,Painting,"+1 HAMMER LLC is a contractor business located in Wenatchee, WA, specializing in painting and millwork services.","{Painting,Millwork,""Ceramic Tile Installation""}",0.80,,,,completed,approved_download,2025-07-23 03:16:04.458538,,,2025-07-22 23:37:37.197793
1 BLOCK BROS LLC,1BLOCBB811DA,CONSTRUCTION CONTRACTOR,14220 57TH DR SE,,EVERETT,WA,98208,(425) 367-7706,"HUBBARD, SAMUEL BRIGGS",,Handyman,"1 BLOCK BROS LLC is a contractor business based in Everett, WA, specializing in general repair services.",{},0.80,,,,completed,approved_download,2025-07-23 03:16:17.24854,,,2025-07-22 23:37:37.197793
1 CHANCE CONCRETE & LNDSNG LLC,1CHANCC838M7,CONSTRUCTION CONTRACTOR,1504 Judd St,,OLYMPIA,WA,98506,(360) 451-7021,"Pruitt, Thomas Gene Jr",,Concrete,"1 Chance Concrete & Landscaping LLC specializes in concrete services and landscaping solutions in Olympia, WA.","{""Concrete pouring"",""Concrete finishing"",""Landscaping design"",Hardscaping}",0.80,,,,completed,approved_download,2025-07-23 03:16:35.783531,,,2025-07-22 23:37:37.197793
1 FOUNDATION,1FOUNF*816LQ,CONSTRUCTION CONTRACTOR,1403 23RD AVE,,MILTON,WA,98354,(253) 335-8991,"TUIPULOTU, NETANE MATTHEW",,Concrete,1 FOUNDATION specializes in foundation repair and related concrete services.,"{""Foundation Repair"",""Concrete Installation"",""Concrete Repair""}",0.80,,,,completed,approved_download,2025-07-23 03:16:37.874963,,,2025-07-22 23:37:37.197793
1 MAN & A TRACTOR,1MANTM*804OH,CONSTRUCTION CONTRACTOR,769 NE WOODS PLACE,,BREMERTON,WA,98311,(253) 258-4703,"HARRISON, DAVID GLEN",,Handyman,"1 MAN & A TRACTOR is a contractor business located in Bremerton, WA, specializing in various handyman services.",{},0.80,,,,completed,approved_download,2025-07-23 03:16:39.423546,,,2025-07-22 23:37:37.197793
1 NEW MECHANICAL LLC,1NEWMNM831JG,CONSTRUCTION CONTRACTOR,11906 206TH AVE SE,,SNOHOMISH,WA,98290,(425) 326-7551,"FIGUEROA-SANTILLAN, JOSE G",,HVAC,"1 New Mechanical LLC is a construction contractor based in Snohomish, WA, specializing in HVAC services.","{""Heating installation"",""Cooling installation"",""HVAC maintenance""}",0.80,,,,completed,approved_download,2025-07-23 03:17:09.674052,,,2025-07-22 23:37:37.197793
1 SHARP TOOL,1SHARST852KA,CONSTRUCTION CONTRACTOR,33609 SE 27 ST,,WASHOUGAL,WA,98671,(360) 606-7062,"BEESON, BRIAN BRADLEY",https://www.efficientvelo.com,Handyman,"1 SHARP TOOL is a contractor business located in Washougal, WA, specializing in the manufacturing of high-quality inflation tools designed for durability and ease of use.","{""Tool Manufacturing"",""Inflation Tools"",""Pressure Gauges""}",0.80,,,,completed,approved_download,2025-07-23 03:16:52.635154,,,2025-07-22 23:37:37.197793
1 STOP REAL ESTATE REHAB LLC,1STOPSR802NE,CONSTRUCTION CONTRACTOR,11625 NISQUALLY PARK LOOP SE,,OLYMPIA,WA,98513,(360) 239-0222,"Prince, James William",,Handyman,1 STOP REAL ESTATE REHAB LLC specializes in various home repair and rehabilitation services.,{},0.80,,,,completed,approved_download,2025-07-23 03:17:09.675474,,,2025-07-22 23:37:37.197793
1-800 WATER DAMAGE/S PGT SD,1800WWD793B6,CONSTRUCTION CONTRACTOR,PO BOX 1327,,MILTON,WA,98354,(253) 927-4165,"SANDBERG, TOD OSCAR",,Water Damage Restoration,"1-800 WATER DAMAGE/S PGT SD specializes in water damage restoration services, helping homeowners recover from water-related incidents.","{""Water Damage Restoration"",""Mold Remediation"",""Fire Damage Restoration"",""Sewage Cleanup""}",0.80,,,,completed,approved_download,2025-07-23 03:17:53.357633,,,2025-07-22 23:37:37.197793
1-800-BOARDUP OF SEATTLE,1800BS*774MG,CONSTRUCTION CONTRACTOR,185 OAKLAND AVENUE,,BIRMINGHAM,MI,48009,(248) 594-1144,"YELLEN, SHELDON DAVID",https://1-800boardup.com/locations/,Handyman,"1-800-BOARDUP OF SEATTLE provides emergency board-up services and disaster restoration, including smoke removal, tree removal, and storm damage repair.","{""Board-up services"",""Smoke removal"",""Tree removal"",""Storm damage repair"",""Fire damage restoration""}",0.80,,,,completed,approved_download,2025-07-23 03:18:13.262987,,,2025-07-22 23:37:37.197793
1-800-BOARDUP OF SPOKANE/COEUR,1800BS*772L8,CONSTRUCTION CONTRACTOR,185 OAKLAND AVENUE,,BIRMINGHAM,MI,48009,(248) 594-1144,"JONES, CHRIS MICHAEL",https://1-800boardup.com/locations/,Handyman,1-800-BOARDUP of Spokane/Coeur provides emergency board-up services and restoration solutions for residential and commercial properties.,"{""Emergency board-up"",""Property restoration"",""Disaster recovery""}",0.80,,,,completed,approved_download,2025-07-23 03:18:13.262214,,,2025-07-22 23:37:37.197793
1-A CONSTRUCTION & FIRE LLP,1ACONCF942QF,CONSTRUCTION CONTRACTOR,31156 FOLLETT LANE,,HERMISTON,OR,97838,(541) 567-5730,"MAIER, PATRICIA",,Excavation,"1-A Construction & Fire LLP is a general contractor based in Hermiston, OR, specializing in excavation and underground utilities.","{Excavation,""Underground Utilities"",""Storm Water Management"",Demolition}",0.80,,,,completed,approved_download,2025-07-23 03:18:15.373919,,,2025-07-22 23:37:37.197793
10 PENNY HOMES LLC,10PENPH820RF,CONSTRUCTION CONTRACTOR,8510 10TH AVE W B305,,EVERETT,WA,98204,(425) 218-5276,"HAWN, ERIK JASON",,Handyman,"10 PENNY HOMES LLC is a contractor business located in Everett, WA, specializing in home repair and maintenance services.","{""General Repairs"",""Home Maintenance""}",0.80,,,,completed,approved_download,2025-07-23 03:18:27.76341,,,2025-07-22 23:37:37.197793
10 POINT CONSTRUCTION SRVS LLC,10POIPC811LK,CONSTRUCTION CONTRACTOR,5631 29TH ST NE,,TACOMA,WA,98422,(253) 861-4544,"CLARK, DAGIN MILLER",,Handyman,"10 POINT CONSTRUCTION SRVS LLC is a construction contractor based in Tacoma, WA, offering a range of general repair services.",{},0.80,,,,completed,approved_download,2025-07-23 03:18:31.868291,,,2025-07-22 23:37:37.197793
10/Zero5 General Contr LLC,10ZERGC793J2,CONSTRUCTION CONTRACTOR,5609 W. Richardson Rd.,,PASCO,WA,99301,(509) 539-2907,"Diaz, Francisco Javier",,Handyman,"10/Zero5 General Construction LLC is a contractor business located in Pasco, WA, providing various construction and repair services.","{""Home Renovation"",""General Repairs""}",0.80,,,,completed,approved_download,2025-07-23 03:18:38.715048,,,2025-07-22 23:37:37.197793
1002 COATINGS & CONST LLC,1002CCC811LR,CONSTRUCTION CONTRACTOR,PO BOX 1445,,SUMNER,WA,98390,(253) 678-1806,"BYRAN, JUSTIN DAVID",,Painting,"1002 COATINGS & CONST LLC specializes in coatings and construction services, likely focusing on painting and surface finishes.","{""Interior Painting"",""Exterior Painting"",""Surface Coating"",""Construction Services""}",0.80,,,,completed,approved_download,2025-07-23 03:18:52.000763,,,2025-07-22 23:37:37.197793
101 CONSTRUCTION LLC,101COCL799M6,CONSTRUCTION CONTRACTOR,800 5TH Ave STE 101-800,,SEATTLE,WA,98104,(206) 999-4661,"TODOROVICH, BABA MADELINE",https://clarkconstruct.com/,General Contracting,"Clark Construction Inc. is one of the Puget Sound region’s premier construction firms, specializing in residential, commercial, and multifamily projects.","{""Residential Construction"",""Commercial Construction"",""Multifamily Construction"",""Sustainable Building""}",0.80,,,,completed,approved_download,2025-07-23 03:18:47.854843,,,2025-07-22 23:37:37.197793
101 MOBILITY,101MOM*823B5,CONSTRUCTION CONTRACTOR,6265 40TH ST E,,TACOMA,WA,98424,(206) 596-6926,"BALUCH, SCOTT A",https://www.101mobility.com/locations/all-locations/,Handyman,"101 Mobility provides mobility solutions including stairlifts and wheelchair ramps, primarily serving residential customers.","{Stairlifts,""Wheelchair ramps"",""Mobility solutions""}",0.80,,,,completed,approved_download,2025-07-23 03:19:01.869985,,,2025-07-22 23:37:37.197793
101 MOBILITY,101MOM*826CL,ELEVATOR CONTRACTOR,6265 40TH ST E,,TACOMA,WA,98424,(206) 596-6926,,https://www.101mobility.com/locations/all-locations/,Handyman,"101 Mobility provides mobility solutions including stairlifts and wheelchair ramps, primarily focusing on enhancing accessibility for individuals in their homes.","{Stairlifts,""Wheelchair ramps"",""Mobility equipment installation""}",0.80,,,,completed,approved_download,2025-07-23 03:18:59.34518,,,2025-07-22 23:37:37.197793
10K,10K****802NQ,CONSTRUCTION CONTRACTOR,2126 E BAKERVIEW ROAD,,BELLINGHAM,WA,98226,(360) 746-8205,"CLARK, JOSEPH P",https://www.bellinghambaymarathon.org/,Handyman,"The Bellingham Bay Marathon features a series of running events including a 10K, designed for runners and walkers, benefiting local youth non-profit organizations.","{""10K Race"",""Half Marathon"",""Full Marathon"",""5K Race""}",0.80,,,,completed,approved_download,2025-07-23 03:19:34.37314,,,2025-07-22 23:37:37.197793
10TH GENERATION BUILDERS LLC,10THGGB785PL,CONSTRUCTION CONTRACTOR,10600 NE 97TH CIR,,VANCOUVER,WA,98662,(916) 990-4909,"ZOLLER, NICHOLAS CRAIG",https://generationhomesnw.com/,Handyman,"10TH GENERATION BUILDERS LLC specializes in building custom homes that reflect unique styles and needs, focusing on residential construction in the Vancouver, WA area.","{""Custom Home Building"",""Home Renovations"",""New Construction"",""Home Design""}",0.80,,,,completed,approved_download,2025-07-23 03:19:43.080291,,,2025-07-22 23:37:37.197793
10XR,10XR***780N5,CONSTRUCTION CONTRACTOR,3106 NE 108TH CIR,,VANCOUVER,WA,98686,(564) 208-6594,"DOLMAN, MATTHEW WILSON",https://www.cablewholesale.com/products/audio-video-products/microphone/product-10xr-01525.php,Electrical,"10XR specializes in high-quality audio/video cables, including XLR and 1/4 inch connectors, designed for maximum signal transfer and noise resistance.","{""Audio/Video Cable Sales"",""Custom Cable Solutions""}",0.80,,,,completed,approved_download,2025-07-23 03:19:47.338478,,,2025-07-22 23:37:37.197793
11043 PALATINE AVE N LLC,11043PA843NC,CONSTRUCTION CONTRACTOR,3726 BROADWAY  STE 301,,EVERETT,WA,98201,(425) 212-2210,"DOBLER, ROBERT C",,Handyman,"11043 PALATINE AVE N LLC is a construction contractor based in Everett, WA, specializing in handyman services.","{""General Repairs"",""Home Maintenance"",""Residential Services""}",0.80,,,,completed,approved_download,2025-07-23 03:19:56.80241,,,2025-07-22 23:37:37.197793
11TH HR WELDING  FAB & RPR LLC,11THHHW785NQ,CONSTRUCTION CONTRACTOR,300 SE 6TH CIRCLE,,BATTLE GROUND,WA,98604,(702) 232-6433,"JOHNSON, THOMAS A JR",,Handyman,11TH HR WELDING FAB & RPR LLC specializes in welding fabrication and repair services.,"{Welding,Fabrication,Repair}",0.80,,,,completed,approved_download,2025-07-23 03:20:31.761912,,,2025-07-22 23:37:37.197793
12 BROTHERS CONSTRUCTION LLC,12BROBC809BS,CONSTRUCTION CONTRACTOR,15102 SE 184TH ST,,Renton,WA,98058,(206) 922-9441,"COJOC, VALENTIN V",,Handyman,"12 Brothers Construction LLC is a construction contractor based in Renton, WA, specializing in various home improvement and repair services.","{""General Repairs"",""Window Installation"",""Home Additions""}",0.80,,,,completed,approved_download,2025-07-23 03:20:27.121519,,,2025-07-22 23:37:37.197793
12 CUSTOM HOMES LLC,12CUSCH819RK,CONSTRUCTION CONTRACTOR,208 COTTAGE AVE #1,,CASHMERE,WA,98815,(509) 423-4969,"Hernandez Ordonez, Daniela Vic",,Custom Homes,"12 Custom Homes LLC specializes in building custom homes in Cashmere, WA.","{""Custom Home Building"",""Residential Construction""}",0.80,,,,completed,approved_download,2025-07-23 03:20:48.459379,,,2025-07-22 23:37:37.197793
12 HAWK CONTRACTING LLC,12HAWHC844NW,CONSTRUCTION CONTRACTOR,10529 25TH DR SE,,EVERETT,WA,98208,(425) 750-7444,"WEAVER, STACEY RONALD",,Handyman,"12 HAWK CONTRACTING LLC is a construction contractor based in Everett, WA, specializing in various contracting services.",{},0.80,,,,completed,approved_download,2025-07-23 03:20:42.186419,,,2025-07-22 23:37:37.197793
